status,hmm_id,architecture,dimension,seed,n_train,best_epoch,best_val_ce,final_batch_size,epochs_completed,parameter_count,device,test_ce_h1,test_ce_h2,test_ce_h3,test_ce_h4,result_file,bayes_ce_h1,bayes_ce_h2,bayes_ce_h3,bayes_ce_h4,shape_rmse,excess_ce_H,recovery_ratio
done,confirm_K3_i000056,GRU,8,1,256,26,2.020181253552437,16,34,576,cpu,1.9962512850761411,2.010267809033394,1.9826636761426928,1.98428775370121,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d8/n256/seed1/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0132080253050001,0.0046618241086173,3.5216714495686565
done,confirm_K3_i000056,GRU,8,2,256,47,1.989366102963686,16,48,576,cpu,2.0056727528572083,2.006631851196289,1.9675370678305624,1.969405084848404,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d8/n256/seed2/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0244583669403469,-0.0102208447441887,10.67601253896271
done,confirm_K3_i000056,GRU,8,3,256,23,1.9972095601260664,16,31,576,cpu,2.0198618918657303,1.9799999967217443,1.970408260822296,2.01556283980608,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d8/n256/seed3/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0291730807370143,0.0359369102134872,1.2654999952944173
done,confirm_K3_i000056,GRU,8,4,256,48,2.0071445517241955,16,48,576,cpu,1.9988345205783844,2.024517804384232,1.987621769309044,1.9624794125556944,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d8/n256/seed4/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.036822795900494,-0.017146517036898,10.70175201260138
done,confirm_K3_i000056,GRU,8,5,256,48,1.9939307160675528,16,48,576,cpu,2.007318936288357,1.999005690217018,2.0100579783320427,1.9892659410834312,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d8/n256/seed5/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0133402575535747,0.0096400114908385,5.314209976964349
done,confirm_K3_i000056,GRU,32,1,256,5,2.010608673095703,16,13,6888,cpu,2.0061460435390472,2.023755080997944,1.9931442514061928,1.9720508009195328,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d32/n256/seed1/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0313895250648903,-0.0075751286730598,10.036521720573472
done,confirm_K3_i000056,GRU,32,2,256,12,2.0120435133576398,16,20,6888,cpu,1.98687407374382,2.014209844172001,1.995363175868988,2.00115729868412,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d32/n256/seed2/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0111012931694586,0.0215313690915275,-4.204513191265831
done,confirm_K3_i000056,GRU,32,3,256,34,1.99889000877738,16,42,6888,cpu,1.9927243813872335,2.020138442516327,2.013209007680416,1.992820143699646,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d32/n256/seed3/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0166353230681017,0.0131942141070533,-0.0281892855042454
done,confirm_K3_i000056,GRU,32,4,256,13,2.0140777081251144,16,21,6888,cpu,2.008030913770199,2.014030136168003,2.003287613391876,2.03340308368206,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d32/n256/seed4/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0232790488414965,0.0537771540894675,-7.4687350742806995
done,confirm_K3_i000056,GRU,32,5,256,24,1.9643588922917845,16,32,6888,cpu,1.9990707039833069,2.000312983989716,1.964219108223915,2.015269845724106,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d32/n256/seed5/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0286047954826747,0.0356439161315131,-4.768496289952263
done,confirm_K3_i000056,GRU,128,1,256,9,1.9932958483695984,16,17,101256,cpu,2.010365724563598,2.007655926048756,1.9825599864125247,2.0095541402697563,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d128/n256/seed1/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0137657394425605,0.0299282106771636,0.2389038108373103
done,confirm_K3_i000056,GRU,128,2,256,16,2.0091001503169537,16,24,101256,cpu,2.0462604388594627,2.0041274279356003,2.043870709836483,2.010585881769657,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d128/n256/seed2/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0233952219159856,0.0309599521770644,10.501420127708451
done,confirm_K3_i000056,GRU,128,3,256,12,2.0229259952902794,16,20,101256,cpu,2.014918953180313,1.993138700723648,1.9933926835656168,1.987753123044968,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d128/n256/seed3/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0123757056273287,0.008127193452375,7.996729844496022
done,confirm_K3_i000056,GRU,128,4,256,39,1.9989962205290797,16,47,101256,cpu,1.9859510660171509,1.9975849390029907,2.018126040697098,1.9896808341145515,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d128/n256/seed4/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.014935472122647,0.0100549045219588,-1.0979214590142972
done,confirm_K3_i000056,GRU,128,5,256,10,1.9886913150548933,16,18,101256,cpu,2.0353360399603844,2.0285070315003395,1.9978022128343584,2.004960745573044,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d128/n256/seed5/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0179465485881142,0.0253348159804511,8.941490907968152
done,confirm_K3_i000056,GRU,256,1,256,31,2.025359034538269,16,39,399112,cpu,1.9988363832235336,1.997311294078827,1.9700544103980064,2.013694055378437,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d256/n256/seed1/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0253196307895688,0.0340681257858443,-4.373611619777683
done,confirm_K3_i000056,GRU,256,2,256,19,1.998841181397438,16,27,399112,cpu,2.0096678882837296,1.981207013130188,1.9603436887264247,1.9986048191785808,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d256/n256/seed2/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0216971139300014,0.0189788895859885,3.256604876202742
done,confirm_K3_i000056,GRU,256,3,256,22,1.993720930069685,16,30,399112,cpu,1.9760755077004435,1.9567607790231705,1.9478990212082865,2.003360763192177,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d256/n256/seed3/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0397413319551533,0.0237348335995841,-8.031884754427365
done,confirm_K3_i000056,GRU,256,4,256,30,1.973122227936983,16,38,399112,cpu,2.009089983999729,2.016483761370182,1.98991110175848,1.97234059125185,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d256/n256/seed4/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0285838607969939,-0.0072853383407425,10.817816510297222
done,confirm_K3_i000056,GRU,256,5,256,24,1.9840473532676697,16,32,399112,cpu,2.017611376941204,2.0020317882299423,2.0025387182831764,2.003672480583191,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/gru/d256/n256/seed5/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0054855491517823,0.0240465509905982,4.103154144383493
done,confirm_K3_i000056,Transformer,8,1,256,48,2.025820154696703,16,48,1064,cpu,2.0016203820705414,2.0001802667975426,1.9910279884934423,2.014229498803616,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/transformer/d8/n256/seed1/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0160840060860418,0.0346035692110229,-3.711710615495472
done,confirm_K3_i000056,Transformer,8,2,256,48,1.998856995254755,16,48,1064,cpu,1.9814662113785744,2.006711982190609,1.9781869277358053,1.958217650651932,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/transformer/d8/n256/seed2/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0275341341524365,-0.0214082789406608,6.843614146082375
done,confirm_K3_i000056,Transformer,8,3,256,22,2.002562515437603,16,30,1064,cpu,1.9983569830656047,2.0081219002604485,2.0133401304483414,2.008076809346676,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/transformer/d8/n256/seed3/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0070386318019202,0.0284508797540832,-2.8611982228374666
done,confirm_K3_i000056,Transformer,8,4,256,45,1.9802040234208107,16,48,1064,cpu,1.9831487387418747,2.0142656937241554,1.9914169013500211,1.995975136756897,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/transformer/d8/n256/seed4/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0120745991444969,0.0163492071643043,-3.775671102009151
done,confirm_K3_i000056,Transformer,8,5,256,17,2.012263171374798,16,25,1064,cpu,2.007718414068222,1.99475622177124,2.0255303606390958,2.0168319791555405,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/transformer/d8/n256/seed5/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0138128085474784,0.0372060495629478,-2.682734801786665
done,confirm_K3_i000056,Transformer,32,1,256,35,2.0125264823436737,16,43,13448,cpu,2.003607027232647,2.015692338347435,2.0229917764663696,2.011144071817398,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/transformer/d32/n256/seed1/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0081561558910883,0.0315181422248054,-2.218658847158032
done,confirm_K3_i000056,Transformer,32,2,256,30,1.9918135814368725,16,38,13448,cpu,2.0153717026114464,2.024559549987316,1.9928080067038536,1.980714924633503,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/transformer/d32/n256/seed2/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0271460081281965,0.0010889950409103,10.201819321902653
done,confirm_K3_i000056,Transformer,32,3,256,21,1.986948113888502,16,29,13448,cpu,2.019451856613159,1.97413582354784,1.9653645157814024,2.0014991983771324,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/transformer/d32/n256/seed3/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0242080348056387,0.0218732687845397,5.284674062556377
done,confirm_K3_i000056,Transformer,32,4,256,15,2.000439740717411,16,23,13448,cpu,2.012180581688881,2.065968595445156,1.986153520643711,1.987040400505066,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/transformer/d32/n256/seed4/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0404263398929842,0.0074144709124732,7.400445197773604
done,confirm_K3_i000056,Transformer,32,5,256,22,1.9989990331232548,16,30,13448,cpu,2.0038373321294785,1.9899156242609024,1.9666720777750013,1.995692864060402,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/transformer/d32/n256/seed5/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0152184606070905,0.0160669344678092,2.3974644084514747
done,confirm_K3_i000056,Transformer,128,1,256,18,1.991224903613329,16,26,201224,cpu,1.9962139278650284,1.9988747984170916,1.9696987345814705,2.009060680866241,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/transformer/d128/n256/seed1/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0221354451546557,0.0294347512736488,-3.781662942668732
done,confirm_K3_i000056,Transformer,128,2,256,29,1.960384864360094,16,37,201224,cpu,2.0316337198019028,2.012441098690033,2.009409226477146,1.9903217107057567,project://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000056/transformer/d128/n256/seed2/DONE.json,1.9830230469972832,1.98068827551038,1.97988122401967,1.9796259295925929,0.0236410162288225,0.0106957811131644,12.16090119202381
