status,hmm_id,architecture,dimension,seed,n_train,best_epoch,best_val_ce,final_batch_size,epochs_completed,parameter_count,device,test_ce_h1,test_ce_h2,test_ce_h3,test_ce_h4,result_file,bayes_ce_h1,bayes_ce_h2,bayes_ce_h3,bayes_ce_h4,shape_rmse,excess_ce_H,recovery_ratio,source,dataset_replicate,condition_seed,dataset_file
done,confirm_K3_i000321,GRU,8,1,256,48,1.370901320129633,16,48,576,cpu,1.3610035255551338,1.4222424998879433,1.374497413635254,1.415482796728611,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/gru/d8/n256/seed1/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0345334143081858,0.0686549451471083,-77.4812763174821,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,GRU,8,2,256,47,1.340163677930832,16,48,576,cpu,1.4087360575795174,1.367767721414566,1.3806892484426498,1.439600184559822,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/gru/d8/n256/seed2/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0490743093657509,0.0927723329783194,-43.89544682497653,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,GRU,8,3,256,48,1.366022851318121,16,48,576,cpu,1.3931230306625366,1.413243107497692,1.3226355835795405,1.3559625670313835,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/gru/d8/n256/seed3/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0378030423762551,0.0091347154498808,52.85019583912596,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,GRU,32,1,256,40,1.3704409264028072,16,48,6888,cpu,1.4169138446450231,1.3365002870559692,1.3344706594944,1.3288288488984108,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/gru/d32/n256/seed1/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0439477200280407,-0.0179990026830918,125.2758663590598,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,GRU,32,2,256,35,1.385483518242836,16,43,6888,cpu,1.3845960423350334,1.3674719333648682,1.350723460316658,1.418547473847866,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/gru/d32/n256/seed2/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0458648018668468,0.0717196222663634,-48.28625988852331,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,GRU,32,3,256,43,1.3426232747733593,16,48,6888,cpu,1.371169529855251,1.3192504942417145,1.35290364921093,1.3627119585871696,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/gru/d32/n256/seed3/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0226323751851719,0.015884107005667,12.028490878858255,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,GRU,128,1,256,17,1.3524879924952984,16,25,101256,cpu,1.3136420771479609,1.317146636545658,1.4114328548312187,1.3997095748782158,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/gru/d128/n256/seed1/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0601872719085499,0.0528817232967131,-122.40654894881764,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,GRU,128,2,256,21,1.3693809248507025,16,29,101256,cpu,1.359093263745308,1.382220596075058,1.382070630788803,1.3476639688014984,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/gru/d128/n256/seed2/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0249499117597205,0.0008361172199957,16.25492302999883,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,GRU,128,3,256,15,1.3505336828529837,16,23,101256,cpu,1.3829654306173325,1.3718063905835152,1.351255103945732,1.348370410501957,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/gru/d128/n256/seed3/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0206413727925378,0.0015425589204542,49.20158172147551,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,GRU,256,1,256,29,1.3570748306810856,16,37,399112,cpu,1.3616283535957336,1.3955874145030975,1.3649496883153915,1.28672356903553,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/gru/d256/n256/seed1/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0765949089548279,-0.0601042825459725,106.53076271027824,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,GRU,256,2,256,13,1.351326446980238,16,21,399112,cpu,1.396214298903942,1.4238543882966042,1.3554215356707573,1.3492108583450315,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/gru/d256/n256/seed2/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.044010537992419,0.0023830067635288,66.84903243695231,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,GRU,256,3,256,15,1.3726175799965858,16,23,399112,cpu,1.3594781458377838,1.349452018737793,1.343617670238018,1.4031246602535248,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/gru/d256/n256/seed3/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0458079568623399,0.0562968086720221,-62.07475927811952,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,Transformer,8,1,256,46,1.3475430645048618,16,48,1064,cpu,1.3640955910086632,1.3796689212322235,1.3657699152827265,1.3584990575909617,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/transformer/d8/n256/seed1/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0114365609499396,0.011671206009459,7.959477849403759,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,Transformer,8,2,256,48,1.3365138657391071,16,48,1064,cpu,1.28080765157938,1.3797117993235588,1.3676465600728989,1.324571929872036,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/transformer/d8/n256/seed2/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0414378700044021,-0.0222559217094666,-62.242244916068174,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,Transformer,8,3,256,45,1.3603822886943815,16,48,1064,cpu,1.4023891016840937,1.3858633264899254,1.3487650379538536,1.36954627931118,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/transformer/d8/n256/seed3/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0207954864411791,0.0227184277296772,46.70957853343287,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,Transformer,32,1,256,17,1.3162793777883053,16,25,13448,cpu,1.3464289009571075,1.294493392109871,1.3109298944473269,1.3181941658258438,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/transformer/d32/n256/seed1/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0185370838704497,-0.0286336857556588,40.15588438197411,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,Transformer,32,2,256,21,1.3266067169606686,16,29,13448,cpu,1.3570157289505005,1.3316115364432335,1.3989015594124794,1.401236206293106,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/transformer/d32/n256/seed2/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0414637829924256,0.0544083547116034,-62.89105838004362,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,Transformer,32,3,256,47,1.3554730340838432,16,48,13448,cpu,1.3526726886630058,1.3501018062233925,1.3505680039525032,1.3487344831228256,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/transformer/d32/n256/seed3/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0019733438837183,0.0019066315413229,5.600977859672527,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,Transformer,128,1,256,19,1.348057143390179,16,27,201224,cpu,1.336335875093937,1.3416023179888723,1.3902501687407494,1.402466468513012,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/transformer/d128/n256/seed1/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.045622233991541,0.0556386169315092,-94.05197006814838,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,Transformer,128,2,256,20,1.3633125238120556,16,28,201224,cpu,1.3310453295707705,1.2998489066958427,1.306779496371746,1.4141900166869164,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/transformer/d128/n256/seed2/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0889541899118276,0.0673621651054137,-118.2496817232204,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,Transformer,128,3,256,13,1.3405598551034927,16,21,201224,cpu,1.315502181649208,1.4248417615890503,1.3045040369033811,1.385963253676891,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/transformer/d128/n256/seed3/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.057464424896679,0.0391354020953884,-100.2108448554428,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,Transformer,256,1,256,29,1.357093472033739,16,37,795656,cpu,1.38470708578825,1.3622388690710068,1.3889371678233149,1.3451189175248146,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/transformer/d256/n256/seed1/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0305104364825875,-0.001708934056688,56.30291555030059,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,Transformer,256,2,256,7,1.3370689824223518,16,15,795656,cpu,1.3437943011522293,1.3901102617383003,1.3560140281915665,1.399489887058735,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/transformer/d256/n256/seed2/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0359163322112226,0.0526620354772322,-79.21113826109561,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000321,Transformer,256,3,256,8,1.3464624844491482,16,16,795656,cpu,1.3277335166931152,1.353196106851101,1.3375393822789192,1.3703673779964447,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000321/transformer/d256/n256/seed3/DONE.json,1.3475309797921202,1.346869451695575,1.346830231354772,1.3468278515815026,0.0285140805216991,0.023539526414942,-60.634548094554496,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,GRU,8,1,256,48,1.919171780347824,16,48,576,cpu,1.958345226943493,1.9392718523740768,1.9816724061965945,1.94752287119627,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/gru/d8/n256/seed1/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0174089419489126,0.0152596270543268,1.0389648706036625,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,GRU,8,2,256,46,1.9557984918355944,16,48,576,cpu,1.961623102426529,1.9472494199872017,1.993702158331871,1.940994456410408,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/gru/d8/n256/seed2/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0258286324916015,0.0087312122684648,1.9803856978521104,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,GRU,8,3,256,44,1.963341984897852,16,48,576,cpu,1.9277070760726929,1.9557657167315483,1.9373485371470447,1.939194031059742,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/gru/d8/n256/seed3/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0124723630020933,0.0069307869177988,-1.1027675471499874,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,GRU,32,1,256,7,1.99884282797575,16,15,6888,cpu,1.9836091473698616,1.935496151447296,1.954369962215424,1.945412777364254,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/gru/d32/n256/seed1/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0162060329464604,0.0131495332223108,3.6669175868284607,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,GRU,32,2,256,27,1.9191353656351569,16,35,6888,cpu,1.928125485777855,1.9824882075190544,1.94200898706913,1.9425231888890264,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/gru/d32/n256/seed2/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.021355408687911,0.0102599447470832,-1.3822044016365629,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,GRU,32,3,256,14,1.964028168469668,16,22,6888,cpu,1.9886900559067728,1.9313345476984976,1.9712545275688167,1.9804695174098013,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/gru/d32/n256/seed3/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0278182129854847,0.048206273267858,0.7891859143505005,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,GRU,128,1,256,9,1.9440373480319977,16,17,101256,cpu,1.9611205160617828,1.984798528254032,1.9967898651957512,1.9233739003539083,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/gru/d128/n256/seed1/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0473972918707152,-0.0088893437880348,3.6237403963292847,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,GRU,128,2,256,11,1.9658585265278816,16,19,101256,cpu,1.9558090046048164,1.986316114664077,1.9704385921359064,1.98752485960722,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/gru/d128/n256/seed2/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0233708550393223,0.0552616154652767,-3.0447769375084817,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,GRU,128,3,256,20,1.9314119592309,16,28,101256,cpu,1.9628182426095009,1.9548499286174768,1.948560617864132,1.92068899422884,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/gru/d128/n256/seed3/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0250199110547233,-0.011574249913103,4.0444807133303415,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,GRU,256,1,256,28,1.9386298693716528,16,36,399112,cpu,1.971380427479744,1.9272324219346049,1.9235771670937536,1.91731146723032,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/gru/d256/n256/seed1/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0220478580971175,-0.0149517769116231,5.190713704235096,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,GRU,256,2,256,7,1.9754752665758133,16,15,399112,cpu,1.968819580972195,1.9722158312797544,1.8994888737797733,1.9951795563101768,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/gru/d256/n256/seed2/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0541067921160349,0.0629163121682336,-2.5306032259353417,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,GRU,256,3,256,29,1.9390454441308973,16,37,399112,cpu,1.9818199202418327,1.954764485359192,1.9048063457012177,1.9517455101013184,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/gru/d256/n256/seed3/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0264310779560092,0.0194822659593751,2.8871953916446538,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,Transformer,8,1,256,28,1.946552250534296,16,36,1064,cpu,1.9913949444890024,1.9579993039369583,1.9548581540584564,1.928169526159764,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/transformer/d8/n256/seed1/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0316077068953817,-0.0040937179821796,6.069749517350362,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,Transformer,8,2,256,27,1.9734082333743568,16,35,1064,cpu,1.965420387685299,1.9398456886410715,1.9640348255634308,1.960361436009407,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/transformer/d8/n256/seed2/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0132064078705814,0.0280981918674638,0.485668111093274,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,Transformer,8,3,256,48,1.973920151591301,16,48,1064,cpu,1.9433344006538391,1.978411205112934,1.895453341305256,1.9643244817852967,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/transformer/d8/n256/seed3/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0390432927682729,0.032061237643354,-2.0150840940801444,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,Transformer,32,1,256,5,1.9830706305801868,16,13,13448,cpu,1.975919358432293,1.967899098992348,1.9711428359150889,1.9555888026952744,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/transformer/d32/n256/seed1/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0090695599442055,0.0233255585533311,1.9517685154669135,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,Transformer,32,2,256,16,1.975172139704228,16,24,13448,cpu,2.003473326563835,1.9412617683410645,1.9779685139656067,1.9446951746940613,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/transformer/d32/n256/seed2/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0291040930329422,0.0124319305521181,5.642804245034419,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,Transformer,32,3,256,5,1.972719170153141,16,13,13448,cpu,1.9784022122621536,1.951306939125061,1.961432568728924,1.9475982412695885,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/transformer/d32/n256/seed3/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0117937184160578,0.0153349971276453,2.9572344953252867,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,Transformer,128,1,256,28,1.9573813527822488,16,36,201224,cpu,1.898226149380207,2.002228587865829,1.9632291421294208,2.0081625878810883,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/transformer/d128/n256/seed1/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0648482194254704,0.075899343739145,-10.55408824746916,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,Transformer,128,2,256,32,1.9678264036774635,16,40,201224,cpu,1.913378849625588,1.9882047325372696,1.965475097298622,1.952002115547657,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/transformer/d128/n256/seed2/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0295371192544297,0.0197388714057138,-3.707900333188624,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,Transformer,128,3,256,19,1.960665114223957,16,27,201224,cpu,1.9843595251441,1.9731215313076973,1.9637915417552,1.945068471133709,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/transformer/d128/n256/seed3/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0201774849520848,0.0128052269917657,3.7720091447061015,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,Transformer,256,1,256,20,1.9647139608860016,16,28,795656,cpu,1.966669611632824,1.9692287966609,1.9435882717370987,1.954994909465313,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/transformer/d256/n256/seed1/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0081129492463277,0.0227316653233697,1.1207916012109378,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,Transformer,256,2,256,10,1.9729064032435413,16,18,795656,cpu,2.0122260823845863,2.001139521598816,1.9967472478747368,1.9696890860795973,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/transformer/d256/n256/seed2/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0241846852543547,0.037425841937654,4.083625219326401,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000341,Transformer,256,3,256,10,1.9705281145870688,16,18,795656,cpu,2.039391815662384,1.9941656962037089,1.982523418962956,1.9497186243534088,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000341/transformer/d256/n256/seed3/DONE.json,1.9426797231331288,1.9375620566447007,1.9343421948905468,1.9322632441419432,0.0467928684158557,0.0174553802114656,8.608781468753174,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,GRU,8,1,256,48,1.0278855059295893,16,48,576,cpu,1.1346607021987438,0.9831849187612534,0.9533685967326164,0.9544665180146694,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/gru/d8/n256/seed1/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0313982604991555,0.0604466353064157,1.4807243933092888,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,GRU,8,2,256,48,1.0558006893843412,16,48,576,cpu,1.198376514017582,1.029609847813845,0.998170416802168,1.024716641753912,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/gru/d8/n256/seed2/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0387839880496098,0.1306967590456582,1.4270294580490552,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,GRU,8,3,256,48,0.9828595854341984,16,48,576,cpu,1.0831931121647358,1.0435448102653029,0.9673936329782008,1.0161877162754536,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/gru/d8/n256/seed3/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0425309082754716,0.1221678335671998,0.5506089146320791,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,GRU,32,1,256,44,0.9967268165200948,16,48,6888,cpu,1.043249186128378,0.9489787966012956,0.8921095691621304,0.8996638506650925,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/gru/d32/n256/seed1/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0152905292000571,0.0056439679568387,1.1798955094177486,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,GRU,32,2,256,38,0.9510448314249516,16,46,6888,cpu,1.0790614485740662,0.9470169767737388,0.9727924279868604,0.9332811944186687,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/gru/d32/n256/seed2/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0240181196044484,0.039261311710415,1.1979319941325974,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,GRU,32,3,256,38,0.978099636733532,16,46,6888,cpu,1.0077733434736729,0.9800637029111384,0.963827397674322,0.906800102442503,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/gru/d32/n256/seed3/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0276124895435094,0.0127802197342492,0.8297356640190926,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,GRU,128,1,256,17,0.9436898957937956,16,25,101256,cpu,1.0149895772337914,0.949577149003744,0.8920437917113304,0.9242712147533894,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/gru/d128/n256/seed1/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0295542733997829,0.0302513320451356,0.7454674125807742,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,GRU,128,2,256,28,0.944672903046012,16,36,101256,cpu,1.0646608918905258,0.9614598974585532,0.9296525195240974,0.8981806673109531,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/gru/d128/n256/seed2/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0255820060231784,0.0041607846026994,1.368031552487634,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,GRU,128,3,256,24,0.9244868233799934,16,32,101256,cpu,1.0310788601636889,1.0028036795556543,0.9171125143766404,0.957220919430256,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/gru/d128/n256/seed3/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0359516933993327,0.0632010367220022,0.6069188912993306,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,GRU,256,1,256,12,0.9602349270135164,16,20,399112,cpu,1.057196669280529,0.99647868424654,0.9206265211105348,0.9031267054378986,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/gru/d256/n256/seed1/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0286631132480754,0.0091068227296449,1.2660517028952236,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,GRU,256,2,256,26,0.9671637658029796,16,34,399112,cpu,1.0773850455880165,0.977434791624546,0.8705116286873817,0.9428285583853722,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/gru/d256/n256/seed2/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0438086821145687,0.0488086756771184,1.1057020168610614,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,GRU,256,3,256,22,0.9557910710573196,16,30,399112,cpu,1.0236638635396955,1.015580989420414,1.0010965652763844,1.016018986701965,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/gru/d256/n256/seed3/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0632350945684178,0.1219991039937113,0.0628208710993074,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,Transformer,8,1,256,47,1.030470322817564,16,48,1064,cpu,1.136644147336483,1.0144615285098553,1.0289763808250427,1.0615992546081543,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/transformer/d8/n256/seed1/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0570597648565979,0.1675793718999005,0.6166725289124846,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,Transformer,8,2,256,48,1.056056033819914,16,48,1064,cpu,1.072108622640371,1.0281266048550606,1.0511379688978195,0.977991096675396,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/transformer/d8/n256/seed2/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0328828395143615,0.0839712139671422,0.7733996364272,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,Transformer,8,3,256,47,1.0346878170967102,16,48,1064,cpu,1.0551110841333866,1.009969137609005,0.9625402428209782,0.9678162448108196,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/transformer/d8/n256/seed3/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0197161339370668,0.0737963621025659,0.7173350160008319,existing_confirmatory_summary_csv,0,,
done,confirm_K3_i000975,Transformer,32,1,256,30,0.9849503356963396,16,38,13448,cpu,1.035970363765955,0.970120131969452,0.929788701236248,0.9734213314950466,drive://predictive_profile_confirmatory64_v1/runs/confirm_K3_i000975/transformer/d32/n256/seed1/DONE.json,1.0157131464906894,0.9402272892858976,0.9075909776404404,0.8940198827082537,0.0480140822444325,0.0794014487867929,0.5139892737426622,existing_confirmatory_summary_csv,0,,
