status,hmm_id,architecture,dimension,seed,n_train,best_epoch,best_val_ce,final_batch_size,epochs_completed,parameter_count,device,test_ce_h1,test_ce_h2,test_ce_h3,test_ce_h4,result_file
done,bank_K3_i000535,GRU,128,1,1024,22,1.884973492473364,16,30,101256,cpu,1.8745246231555937,1.8701653108000755,1.840000502765179,1.9041030704975128,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/gru/d128/n1024/seed1/DONE.json
done,bank_K3_i000535,GRU,128,2,1024,18,1.8702891804277897,16,26,101256,cpu,1.8796739503741264,1.870721511542797,1.853652320802212,1.8634248450398443,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/gru/d128/n1024/seed2/DONE.json
done,bank_K3_i000535,GRU,128,3,1024,17,1.8799626119434836,16,25,101256,cpu,1.8595551177859304,1.8654793798923488,1.876830019056797,1.8916589096188543,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/gru/d128/n1024/seed3/DONE.json
done,bank_K3_i000535,GRU,128,4,1024,20,1.8598914295434952,16,28,101256,cpu,1.8899691477417944,1.8593063801527023,1.911994531750679,1.8842810541391373,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/gru/d128/n1024/seed4/DONE.json
done,bank_K3_i000535,GRU,128,5,1024,6,1.8700497187674048,16,14,101256,cpu,1.8915872871875763,1.8955227136611936,1.8720477744936943,1.89654204249382,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/gru/d128/n1024/seed5/DONE.json
done,bank_K3_i000535,Transformer,128,1,64,13,1.9467341862618923,16,21,201224,cpu,1.921905793249607,1.928561471402645,1.917487606406212,1.9552495554089544,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n64/seed1/DONE.json
done,bank_K3_i000535,Transformer,128,2,64,17,1.9166616164147852,16,25,201224,cpu,1.925003558397293,1.9128172919154167,1.8801058903336525,1.8990298435091968,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n64/seed2/DONE.json
done,bank_K3_i000535,Transformer,128,3,64,20,1.8896148651838305,16,28,201224,cpu,1.9353335425257685,1.8901333436369896,1.88566442579031,1.8765951097011568,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n64/seed3/DONE.json
done,bank_K3_i000535,Transformer,128,4,64,17,1.921171147376299,16,25,201224,cpu,1.910783477127552,1.9025752022862437,1.911393105983734,1.884569227695465,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n64/seed4/DONE.json
done,bank_K3_i000535,Transformer,128,5,64,28,1.869001399725676,16,36,201224,cpu,1.894003488123417,1.89792325347662,1.9088232666254044,1.9028581157326696,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n64/seed5/DONE.json
