hmm_id,source,K,bank_index,alpha_t,self_bias,alpha_e,gen_seed,vocab_size,min_stationary_prob,min_symbol_prob,bayes_ce_h1,bayes_ce_h2,bayes_ce_h3,bayes_ce_h4,bayes_gap_1_to_H,context_gain_area,pred_h4_m1_sv1,pred_h4_m1_sv2,pred_h4_m1_signal,pred_h4_m1_effective_rank,pred_h4_m1_numerical_rank,pred_h4_m1_r90,pred_h4_m1_sigma90,pred_h4_m1_kappa90,pred_h4_m1_r95,pred_h4_m1_sigma95,pred_h4_m1_kappa95,pred_h4_m1_r99,pred_h4_m1_sigma99,pred_h4_m1_kappa99,pred_h4_m2_sv1,pred_h4_m2_sv2,pred_h4_m2_signal,pred_h4_m2_effective_rank,pred_h4_m2_numerical_rank,pred_h4_m2_r90,pred_h4_m2_sigma90,pred_h4_m2_kappa90,pred_h4_m2_r95,pred_h4_m2_sigma95,pred_h4_m2_kappa95,pred_h4_m2_r99,pred_h4_m2_sigma99,pred_h4_m2_kappa99,lambda2_abs,tau_hidden,tau_observed_proxy,pred_h4_m1_sv3,pred_h4_m2_sv3,pred_h4_m1_sv4,pred_h4_m2_sv4,pred_h4_m1_sv5,pred_h4_m2_sv5
bank_K3_i000014,bank,3,14,1.0,2.0,2.0,20574841,8,0.0427749217124404,0.0580310098156258,2.0224334687832224,2.021997344144556,2.021770433212244,2.021652137095048,0.0007813316881746,0.0012448348548783,0.053605186012894,0.0204652154498385,0.0032923410108852,1.4638238945723756,2,2,0.0204652154498385,2.6193316236657034,2,0.0204652154498385,2.6193316236657034,2,0.0204652154498385,2.6193316236657034,0.0663928491922045,0.024731570699906,0.0050196610131432,1.4485988506026828,2,2,0.024731570699906,2.684538317352266,2,0.024731570699906,2.684538317352266,2,0.024731570699906,2.684538317352266,0.7305995147946046,3.711945801573384,6.010788688845512,,,,,,
bank_K3_i000015,bank,3,15,1.0,8.0,0.1,20575850,8,0.0836288336695819,1.0591631377232454e-05,1.3522396523678453,1.331592842828628,1.3280220754791443,1.3269091822827903,0.0253304700850549,0.0311270238272469,0.6550827950732028,0.3682986335719614,0.5647773518918937,1.73547034609306,2,2,0.3682986335719614,1.778672890311462,2,0.3682986335719614,1.778672890311462,2,0.3682986335719614,1.778672890311462,0.6684707870108285,0.4410158450189725,0.6413481686446749,1.8470705378738348,2,2,0.4410158450189725,1.5157523126682009,2,0.4410158450189725,1.5157523126682009,2,0.4410158450189725,1.5157523126682009,0.7608634834549414,4.181711829073908,6.992023592994533,,,,,,
bank_K3_i000016,bank,3,16,1.0,8.0,0.5,20576859,8,0.1726508562362895,0.0065077205274812,1.7496656782164046,1.7200619975901954,1.70811197871083,1.7031577280099075,0.0465079502064971,0.0683664704877076,0.4542808496842552,0.1437671737224526,0.2270400906299907,1.35653008127521,2,1,0.4542808496842552,1.0,2,0.1437671737224526,3.1598371027398766,2,0.1437671737224526,3.1598371027398766,0.5386421166450538,0.2055095121166589,0.3323694893942909,1.4634234456877264,2,2,0.2055095121166589,2.621008201018402,2,0.2055095121166589,2.621008201018402,2,0.2055095121166589,2.621008201018402,0.8805753929849554,8.373483698163009,13.251331768717408,,,,,,
bank_K3_i000017,bank,3,17,1.0,8.0,2.0,20577868,8,0.0963799697347483,0.0547652098043146,1.9600681721177788,1.956206786059168,1.955178768565064,1.95491043190538,0.0051577402123994,0.0067224310258726,0.1922810033615676,0.0327469468036225,0.0380443467786904,1.1369883789900723,2,1,0.1922810033615676,1.0,1,0.1922810033615676,1.0,2,0.0327469468036225,5.871723080464313,0.215998485103239,0.0400384175979314,0.0482584204506405,1.1569162279531344,2,1,0.215998485103239,1.0,1,0.215998485103239,1.0,2,0.0400384175979314,5.394780764622392,0.5804992899169389,2.383786191451261,4.357376429259759,,,,,,
bank_K3_i000018,bank,3,18,5.0,0.0,0.1,20578877,8,0.2975472910684739,0.0001219836136884,1.5960195624191622,1.5958987557715236,1.5958975116271503,1.5958975007634066,0.0001220616557555,0.0001233275276162,0.1204975316928081,0.0715929947175682,0.019645212036689,1.7753589054832766,2,2,0.0715929947175682,1.6830910924758278,2,0.0715929947175682,1.6830910924758278,2,0.0715929947175682,1.6830910924758278,0.1212906518336232,0.0719788265632806,0.019892373695652,1.7745132706980675,2,2,0.0719788265632806,1.6850879296703982,2,0.0719788265632806,1.6850879296703982,2,0.0719788265632806,1.6850879296703982,0.1394885538596536,1.1620995914526204,1.32232492037937,,,,,,
bank_K3_i000019,bank,3,19,5.0,0.0,0.5,20579886,8,0.2874355386314743,0.0039876294971963,1.7938870274073675,1.793811555276906,1.7938100810382949,1.7938100489443052,7.697846306231604e-05,7.851688965287984e-05,0.0860123587838515,0.0078921722432819,0.0074604122462796,1.0494526612158852,2,1,0.0860123587838515,1.0,1,0.0860123587838515,1.0,1,0.0860123587838515,1.0,0.0868923398843427,0.0080653868055348,0.007615329194899,1.0504189775915391,2,1,0.0868923398843427,1.0,1,0.0868923398843427,1.0,1,0.0868923398843427,1.0,0.1473338087932955,1.1727918971254,1.411784340444694,,,,,,
bank_K3_i000021,bank,3,21,5.0,2.0,0.1,20581904,8,0.2375669091130305,0.0006701221752294,1.3135961252788708,1.3135132161279095,1.3135130621511566,1.3135130618972637,8.306338160735116e-05,8.321786614651216e-05,0.1860432603362409,0.0810762835867168,0.041185458476772,1.551174880260438,2,2,0.0810762835867168,2.294669317658776,2,0.0810762835867168,2.294669317658776,2,0.0810762835867168,2.294669317658776,0.1865646667861787,0.081088443992241,0.0413817106421207,1.5493454273784566,2,2,0.081088443992241,2.3007552938619744,2,0.081088443992241,2.3007552938619744,2,0.081088443992241,2.3007552938619744,0.1383526950070699,1.1605676640608829,1.3641501910248226,,,,,,
bank_K3_i000022,bank,3,22,5.0,2.0,0.5,20582913,8,0.240907607551697,0.0202272786466938,1.8574147477317329,1.8571639694651805,1.857150499118888,1.8571497034845388,0.0002650442471938,0.0002801058621846,0.1046903581441407,0.0606495866128794,0.0146384434446616,1.7572301934867678,2,2,0.0606495866128794,1.7261512236244807,2,0.0606495866128794,1.7261512236244807,2,0.0606495866128794,1.7261512236244807,0.1066312132401332,0.0616804276460886,0.0151746907916671,1.7561358697991658,2,2,0.0616804276460886,1.7287690327305167,2,0.0616804276460886,1.7287690327305167,2,0.0616804276460886,1.7287690327305167,0.2928571567672304,1.4141414419587517,1.4969111085058864,,,,,,
bank_K3_i000023,bank,3,23,5.0,2.0,2.0,20583922,8,0.257176624074711,0.0661797082829377,1.962974359207839,1.962923687458747,1.96291586511685,1.962914594659656,5.9764548183016686e-05,7.012780446791211e-05,0.0290589717857515,0.0027147347839801,0.0008517936261924,1.0509678782053176,2,1,0.0290589717857515,1.0,1,0.0290589717857515,1.0,1,0.0290589717857515,1.0,0.0310306300596628,0.002913058781879,0.0009713859133663,1.0513851138820265,2,1,0.0310306300596628,1.0,1,0.0310306300596628,1.0,1,0.0310306300596628,1.0,0.4314493040395016,1.7588581055390666,2.2218816116587043,,,,,,
bank_K3_i000024,bank,3,24,5.0,8.0,0.1,20584931,8,0.2671062831115618,3.498044333560392e-05,1.1074933559131863,1.1050701550499955,1.1048470019956862,1.1048264527527607,0.0026669031604256,0.0029311547005859,0.4516093354847286,0.073660171780594,0.2093768128037047,1.1277662774323955,2,1,0.4516093354847286,1.0,1,0.4516093354847286,1.0,2,0.073660171780594,6.130984011684126,0.45426887180182,0.0823082695415556,0.2131348591230237,1.151304722625496,2,1,0.45426887180182,1.0,1,0.45426887180182,1.0,2,0.0823082695415556,5.519115810987492,0.4143826447899775,1.7075996657260366,2.5491599374379685,,,,,,
bank_K3_i000025,bank,3,25,5.0,8.0,0.5,20585940,8,0.2767053279738896,0.0686577882150845,1.979110781072844,1.9743641660328788,1.9737019158540576,1.9736110130893088,0.0054997679835346,0.0063438236918524,0.2717041545414976,0.0418734833392486,0.0755765362020723,1.116551598391761,2,1,0.2717041545414976,1.0,1,0.2717041545414976,1.0,2,0.0418734833392486,6.488692434307824,0.2902642757070317,0.0450966473203612,0.0862870573512647,1.1180899479949369,2,1,0.2902642757070317,1.0,1,0.2902642757070317,1.0,2,0.0450966473203612,6.436493463583423,0.5467741312920155,2.206405390872128,3.243288217647584,,,,,,
bank_K3_i000026,bank,3,26,5.0,8.0,2.0,20586949,8,0.2896044173660344,0.1017134219238946,2.0556220724470857,2.05534292547305,2.055310067986729,2.0553057622847133,0.0003163101623724,0.0003577790527256,0.0681489418478843,0.0311107989365747,0.0056121600854583,1.5837063950235026,2,2,0.0311107989365747,2.1905236823656944,2,0.0311107989365747,2.1905236823656944,2,0.0311107989365747,2.1905236823656944,0.0713779831311908,0.0339721788902671,0.0062489254144288,1.613539045108584,2,2,0.0339721788902671,2.101071684620152,2,0.0339721788902671,2.101071684620152,2,0.0339721788902671,2.101071684620152,0.3782077563760201,1.6082542203674317,2.169045139951459,,,,,,
bank_K3_i000028,bank,3,28,0.2,0.0,0.5,20588984,8,0.2374163030777257,0.0023737269488605,1.590497108692965,1.5751807080868814,1.568853887748427,1.567230821642139,0.0232662870508257,0.0328392396018564,0.3590064054307075,0.2014854585302933,0.16948198913944,1.734189364439544,2,2,0.2014854585302933,1.7817980912837486,2,0.2014854585302933,1.7817980912837486,2,0.2014854585302933,1.7817980912837486,0.3846326199769611,0.2599886818279874,0.2155363670289958,1.8625710251717624,2,2,0.2599886818279874,1.4794206319775107,2,0.2599886818279874,1.4794206319775107,2,0.2599886818279874,1.4794206319775107,0.6935962174985596,3.263667281898842,4.655780745680671,,,,,,
bank_K3_i000030,bank,3,30,0.2,2.0,0.1,20591002,8,0.0959647005230609,3.959354997741311e-05,1.1678727897182952,1.1520435234674578,1.150608173634784,1.150254703377154,0.0176180863411412,0.019760376689075,0.6544337169497985,0.288049681291692,0.5112561087729743,1.5580741884851714,2,2,0.288049681291692,2.271947373852809,2,0.288049681291692,2.271947373852809,2,0.288049681291692,2.271947373852809,0.6713735448347443,0.2889451444776377,0.5342317332211733,1.54256725483263,2,2,0.2889451444776377,2.323532883892097,2,0.2889451444776377,2.323532883892097,2,0.2889451444776377,2.323532883892097,0.7232686484736198,3.6136129660923952,3.858704548685125,,,,,,
