hmm_id,source,cohort,K,bank_index,alpha_t,self_bias,alpha_e,gen_seed,vocab_size,min_stationary_prob,min_symbol_prob,bayes_ce_h1,bayes_ce_h2,bayes_ce_h3,bayes_ce_h4,bayes_gap_1_to_H,context_gain_area,pred_h4_m1_sv1,pred_h4_m1_sv2,pred_h4_m1_signal,pred_h4_m1_effective_rank,pred_h4_m1_numerical_rank,pred_h4_m1_r90,pred_h4_m1_sigma90,pred_h4_m1_kappa90,pred_h4_m1_r95,pred_h4_m1_sigma95,pred_h4_m1_kappa95,pred_h4_m1_r99,pred_h4_m1_sigma99,pred_h4_m1_kappa99,pred_h4_m2_sv1,pred_h4_m2_sv2,pred_h4_m2_signal,pred_h4_m2_effective_rank,pred_h4_m2_numerical_rank,pred_h4_m2_r90,pred_h4_m2_sigma90,pred_h4_m2_kappa90,pred_h4_m2_r95,pred_h4_m2_sigma95,pred_h4_m2_kappa95,pred_h4_m2_r99,pred_h4_m2_sigma99,pred_h4_m2_kappa99,lambda2_abs,tau_hidden,tau_observed_proxy,pred_h4_m1_sv3,pred_h4_m2_sv3,pred_h4_m1_sv4,pred_h4_m2_sv4,pred_h4_m1_sv5,pred_h4_m2_sv5,symbol_entropy,symbol_entropy_normalized,max_symbol_prob,min_symbol_prob_recomputed,marginal_l2_from_uniform,symbol_prob_0,symbol_prob_1,symbol_prob_2,symbol_prob_3,symbol_prob_4,symbol_prob_5,symbol_prob_6,symbol_prob_7,context_entropy_h1,context_effective_count_h1,context_support_h1,context_max_prob_h1,context_entropy_h2,context_effective_count_h2,context_support_h2,context_max_prob_h2,context_entropy_h3,context_effective_count_h3,context_support_h3,context_max_prob_h3,context_entropy_h4,context_effective_count_h4,context_support_h4,context_max_prob_h4,selection_order,pair_id,contrast,pair_role
confirm_K4_i000700,bank,independent_confirmatory64,4,700,5.0,8.0,0.5,2027178426,8,0.2073938650531951,0.0323665813129437,1.7492021833130225,1.7486326459771386,1.7485654585564363,1.7485574145746012,0.0006447687384212,0.0007280441227939,0.1018283431193632,0.0352674217340801,0.0117841627232355,1.5089689154766943,3,2,0.0352674217340801,2.887320311849248,2,0.0352674217340801,2.887320311849248,3,0.0130904631328037,7.778818983431412,0.1075116503336537,0.0363717643416638,0.0130659148239069,1.492418074066441,3,2,0.0363717643416638,2.955909681029663,2,0.0363717643416638,2.955909681029663,3,0.0135740423277516,7.920385669775728,0.4221232001063253,1.7304726546973217,1.905177244103451,0.0130904631328037,0.0135740423277516,,,,,1.754319609929842,0.8436494004600146,0.3177033279418423,0.0323665813129437,0.2953753757765939,0.0397741773353112,0.039259167514208,0.1032747614181533,0.3177033279418423,0.1454176605132077,0.0323665813129437,0.2693162079780027,0.0528881159863307,1.754319609929842,5.779514079905919,8,0.3177033279418423,3.5035217932428644,33.23228334086577,64,0.1141257063162151,5.252154439220004,190.97727448618227,512,0.0422765011020206,7.00071989777644,1097.4229064355914,4096,0.0157712263306114,10,occupancy_K4_p06,occupancy_contrast,low
confirm_K4_i000647,bank,independent_confirmatory64,4,647,5.0,8.0,2.0,2027124915,8,0.2016539437926251,0.035347637773983,2.0004498638257098,1.9999394107546649,1.999841810958453,1.9998211286017145,0.0006287352239953,0.000767699733684,0.0777633736754485,0.0320059009848522,0.0074377475856097,1.803243346648284,3,2,0.0320059009848522,2.4296573845008256,2,0.0320059009848522,2.4296573845008256,3,0.0191370740284443,4.063493382523648,0.0837162283159529,0.0363770036602302,0.0087310252966554,1.8284419873323845,3,2,0.0363770036602302,2.3013503008076777,2,0.0363770036602302,2.3013503008076777,3,0.0199832934700527,4.189310858163165,0.5305927744428071,2.1303464146999143,2.6143745334417816,0.0191370740284443,0.0199832934700527,,,,,2.003447928908122,0.9634547972383376,0.2130856305351097,0.035347637773983,0.1309763990480174,0.1264835084009998,0.1023972545906814,0.1327609786348262,0.2130856305351097,0.1257743969746921,0.035347637773983,0.1135799494481036,0.1505706436416038,2.003447928908122,7.414577010919826,8,0.2130856305351097,4.003897792733832,54.81137759408289,64,0.0560182511607129,6.003837203488496,404.97980573817625,512,0.0157907024420053,8.003679014446949,2991.945173157264,4096,0.0045393109074805,11,occupancy_K4_p06,occupancy_contrast,high
confirm_K5_i001021,bank,independent_confirmatory64,5,1021,5.0,2.0,0.5,2027602519,8,0.1539857151862627,0.027819429820692,1.7495586827129077,1.7493576623256115,1.749340408457965,1.7493386962205424,0.0002199864923653,0.0002406648348569,0.0714819615454381,0.0353427350623396,0.0064419244422802,1.7492147991264642,4,2,0.0353427350623396,2.0225362134354867,2,0.0353427350623396,2.0225362134354867,3,0.0090355084288062,7.911227365750147,0.0736738919463796,0.0369247131222663,0.0068757425556939,1.75587060998995,4,2,0.0369247131222663,1.9952461567522064,2,0.0369247131222663,1.9952461567522064,3,0.0090772639052752,8.116310456013489,0.326980321349421,1.4858406547710827,1.701143189028051,0.0090355084288062,0.0090772639052752,0.001226491599233,0.001438416490246,,,1.7524573953051468,0.8427538645253084,0.3540954058304735,0.027819429820692,0.3046161154262473,0.0829064370766816,0.3540954058304735,0.0652326089070552,0.1203334886337768,0.0313728712126901,0.0742610181660017,0.2439787403526289,0.027819429820692,1.7524573953051468,5.768761399269639,8,0.3540954058304735,3.5020160780180545,33.18228263874016,64,0.1311459914318599,5.251373740343666,190.8282369268823,512,0.0492813539634708,7.000714148801631,1097.4165973970826,4096,0.0186179949363152,12,occupancy_K5_p07,occupancy_contrast,low
confirm_K5_i000095,bank,independent_confirmatory64,5,95,1.0,2.0,2.0,2026667607,8,0.0608217453328542,0.043466217105615,2.001086141482093,2.000811341473888,2.0007877284243136,2.00078578873179,0.0003003527503033,0.0003278451849246,0.0720634361860535,0.0248436220293483,0.0058427735717643,1.4507399860201018,4,2,0.0248436220293483,2.900681555246784,2,0.0248436220293483,2.900681555246784,2,0.0248436220293483,2.900681555246784,0.0754249885394719,0.0264166661551299,0.0064226402759619,1.4603174861833348,4,2,0.0264166661551299,2.855204668770241,2,0.0264166661551299,2.855204668770241,2,0.0264166661551299,2.855204668770241,0.3218192065019432,1.474533059012184,2.0178846303230387,0.0055613094682864,0.0058456970437913,0.001225160513484,0.0013034397197877,,,2.00372291053139,0.9635870354464122,0.2258772472710776,0.043466217105615,0.1360969462634534,0.2258772472710776,0.0890043105734519,0.1424983304614755,0.043466217105615,0.1283818816557377,0.1253380244325292,0.1166118664304269,0.1288221220696858,2.00372291053139,7.416616163694056,8,0.2258772472710775,4.004809052013484,54.86134773496541,64,0.0514969884886536,6.005620393487371,405.7026059310245,512,0.0117638178893882,8.006408121911683,3000.121665251314,4096,0.0026865771405887,13,occupancy_K5_p07,occupancy_contrast,high
confirm_K5_i001171,bank,independent_confirmatory64,5,1171,1.0,0.0,0.5,2027753971,8,0.1630711220218899,0.0323945250072455,1.7343473801276637,1.7326801404456804,1.732328872085623,1.7322593723929978,0.0020880077346658,0.0025782754799736,0.1539104245909501,0.092363640745886,0.035435498932278,2.3316783095022084,4,2,0.092363640745886,1.6663529430849715,3,0.0554083138503612,2.7777496533572426,3,0.0554083138503612,2.7777496533572426,0.1625503642206816,0.0983685814052839,0.0399450118256676,2.3651191089768244,4,2,0.0983685814052839,1.6524622181036157,3,0.0604976244954046,2.686888379113612,3,0.0604976244954046,2.686888379113612,0.5260242691720133,2.109812665414541,1.9386386190447416,0.0554083138503612,0.0604976244954046,0.0120812565131376,0.0136400344617014,,,1.749721146868276,0.8414380071751373,0.3967820196537365,0.0323945250072455,0.3179738297334856,0.3967820196537365,0.149527026217812,0.0598033092231482,0.0323945250072455,0.1593729901440809,0.1092750122765405,0.0421607254681726,0.0506843920092635,1.749721146868276,5.752998210743177,8,0.3967820196537365,3.48406852699594,32.59205434757979,64,0.1545865688301685,5.216748667441619,184.3338779630809,512,0.0617256926105755,6.949077539527243,1042.1879074778835,4096,0.0242734360130962,14,occupancy_K5_p08,occupancy_contrast,low
confirm_K5_i000670,bank,independent_confirmatory64,5,670,5.0,2.0,0.5,2027248139,8,0.1546351740421245,0.024863520496518,1.9615151035233231,1.9596336074171583,1.959526876421687,1.95952117535196,0.001993928171363,0.0021120613062883,0.1729749142207031,0.0831962670715039,0.0410504617844686,2.269454536058211,4,3,0.05690449165993,3.03974096200398,3,0.05690449165993,3.03974096200398,4,0.0311512569425541,5.552742688350752,0.1843143519884327,0.084242874973606,0.0455850850495115,2.2103836436683144,4,2,0.084242874973606,2.187892472166696,3,0.0583066681260972,3.1611196096786807,4,0.033418186198688,5.515390658624942,0.3384812429174064,1.5116729333725385,1.7172062120232736,0.05690449165993,0.0583066681260972,0.0311512569425541,0.033418186198688,,,1.979737491055393,0.9520524868691916,0.1884191143776844,0.024863520496518,0.1423090738037158,0.1206702968025917,0.1736728536271157,0.1884191143776844,0.1497264431721727,0.0706633059757647,0.1338417434184789,0.024863520496518,0.1381427221296738,1.9797374910553935,7.240841949874223,8,0.1884191143776844,3.941252594578717,51.483048316326034,64,0.0550115102640031,5.900886201995876,365.3611081820868,512,0.0186517294226813,7.860413078417562,2592.5910976792343,4096,0.006556475902241,15,occupancy_K5_p08,occupancy_contrast,high
confirm_K5_i000172,bank,independent_confirmatory64,5,172,1.0,0.0,0.5,2026745351,8,0.1311211071364042,0.03398060450989,1.74378069665879,1.741102124665992,1.7401358728600391,1.739907060940704,0.0038736357180857,0.0052975113627087,0.1413283023259461,0.1111440099607497,0.0359669130321151,2.53011724633026,4,3,0.0602076193087669,2.3473491220631435,3,0.0602076193087669,2.3473491220631435,3,0.0602076193087669,2.3473491220631435,0.1517466115899972,0.1169847193924518,0.0442679308544253,2.740329963047392,4,3,0.0867944557362529,1.7483445261886077,3,0.0867944557362529,1.7483445261886077,3,0.0867944557362529,1.7483445261886077,0.5713242940663946,2.332765739131676,2.3172986015001493,0.0602076193087669,0.0867944557362529,0.0039084038681383,0.0047111153134626,,,1.757974291608262,0.8454069308378428,0.4330743260637537,0.03398060450989,0.335763758391409,0.1078947893261789,0.0999368133193508,0.03398060450989,0.1068732656703316,0.0753455440053116,0.4330743260637537,0.0782410175145456,0.0646536395906373,1.7579742916082624,5.800675008800148,8,0.4330743260637537,3.5017549882670527,33.17362021571248,64,0.1716897924641536,5.242857112933045,189.2099249951606,512,0.0694551113838711,6.982992985793085,1078.14040174379,4096,0.0286270339114258,16,occupancy_K5_p09,occupancy_contrast,low
confirm_K5_i000796,bank,independent_confirmatory64,5,796,1.0,2.0,0.5,2027375358,8,0.1048210474860881,0.0489859928908411,1.9900031164609808,1.9861425430612192,1.985569133147636,1.9854852862742176,0.0045178301867627,0.0052589338471822,0.2313832454983397,0.0901339654456244,0.065449416700842,1.821871605338144,4,2,0.0901339654456244,2.5671038032596867,3,0.0599479570579356,3.859735291308151,3,0.0599479570579356,3.859735291308151,0.2464427929176097,0.0949143235065619,0.0741148246945589,1.817349921714856,4,2,0.0949143235065619,2.5964763147742578,3,0.06456633927567,3.81689275994736,3,0.06456633927567,3.81689275994736,0.4446821518302619,1.8007705016071096,2.3641643124599705,0.0599479570579356,0.06456633927567,0.0139039965881769,0.0142560001177709,,,2.0178322773361166,0.9703722066194996,0.1749171167582821,0.0489859928908411,0.1170705617805385,0.1727942007632597,0.0489859928908411,0.1351990669559028,0.1749171167582821,0.0728901038631829,0.1228151092415134,0.1300225299985757,0.142375879528442,2.0178322773361166,7.5220016344403025,8,0.1749171167582821,4.007835393797097,55.02762840808534,64,0.0425506409749018,5.993977936858316,401.00662038490026,512,0.0111712461555757,7.979547070005953,2920.607933527395,4096,0.0029806258274341,17,occupancy_K5_p09,occupancy_contrast,high
confirm_K6_i000561,bank,independent_confirmatory64,6,561,5.0,2.0,0.1,2027238090,8,0.1376143903904652,0.0291278105908219,1.673504067005787,1.6731784987144558,1.6731712392743243,1.6731710767557806,0.0003329902500064,0.0003405747272253,0.0885383197053903,0.048376870966599,0.0113250095501786,2.3973116433995774,5,3,0.0286776563670229,3.087362459897612,3,0.0286776563670229,3.087362459897612,4,0.0178669502698722,4.9554243095804855,0.0903057141913904,0.050792978541073,0.0119880151126894,2.442321255619903,5,3,0.0301772725575919,2.9925074911606453,3,0.0301772725575919,2.9925074911606453,4,0.0183034090108452,4.933819385114639,0.1323975984238798,1.1526016965644186,1.1692404726331267,0.0286776563670229,0.0301772725575919,0.0178669502698722,0.0183034090108452,0.0020044856583676,0.0026988641249571,1.6788918326414115,0.807376307046916,0.4008387225873053,0.0291278105908219,0.3476519157826497,0.4008387225873053,0.2463318603086452,0.0327741448596785,0.0465623284417188,0.0908574153015361,0.0291278105908219,0.0905883019057045,0.0629194160045894,1.6788918326414115,5.359613330462446,8,0.4008387225873053,3.3523958996471985,28.57110520624348,64,0.1698617703329221,5.025574398361655,152.2576875663112,512,0.0704405839335337,6.698745637635978,811.3874127387849,4096,0.0291239173487296,18,occupancy_K6_p10,occupancy_contrast,low
confirm_K6_i000835,bank,independent_confirmatory64,6,835,5.0,8.0,0.5,2027514726,8,0.1474808545804868,0.0321403194953765,1.922526595809038,1.922307527353376,1.922293589739354,1.922292439959355,0.000234155849683,0.0002503930237027,0.0743449370872305,0.0662891695275189,0.0107179570011601,2.546957714068496,5,2,0.0662891695275189,1.121524641462998,3,0.0257428228971811,2.887986969578671,4,0.0114787927604789,6.476720909466834,0.0754746838756878,0.0681124833204609,0.011198493254389,2.5795199114616967,5,2,0.0681124833204609,1.1080888582580182,3,0.0263018416904918,2.869558898720465,4,0.0127704783679959,5.9100905777214185,0.2911738471999621,1.410783160369794,1.5624488773865486,0.0257428228971811,0.0263018416904918,0.0114787927604789,0.0127704783679959,0.0014414298644293,0.0028076627494859,1.927585200809311,0.9269725366995166,0.2661771594850791,0.0321403194953765,0.1955080129216598,0.1806778029927875,0.120761458545141,0.0321403194953765,0.1445265580086895,0.2661771594850791,0.0557553173536933,0.0921243114990286,0.107837072620204,1.927585200809311,6.872893528912522,8,0.2661771594850791,3.850111796618349,46.9983171908164,64,0.081773668154046,5.772419323971725,321.3141560990182,512,0.0256164078254325,7.694712913711077,2196.7030764605965,4096,0.0080477816223231,19,occupancy_K6_p10,occupancy_contrast,high
confirm_K6_i000306,bank,independent_confirmatory64,6,306,1.0,0.0,0.1,2026980642,8,0.0913146576888045,0.0425060524055787,1.6788070315242665,1.677163653226368,1.6770784224149853,1.6770753402715843,0.0017316912526821,0.0018230863508668,0.1636967485057862,0.1010956227359363,0.0404968224498619,2.412437323692131,5,2,0.1010956227359363,1.619226867352756,3,0.0526209859342075,3.1108643367202906,4,0.0253630180987698,6.454150995292083,0.1653485747106562,0.110051100164489,0.0438953064727196,2.5991315078658426,5,3,0.0531509851158355,3.110922108975044,3,0.0531509851158355,3.110922108975044,4,0.0393243769253322,4.204734763493254,0.2038223698309244,1.256001126014607,1.3497890619101,0.0526209859342075,0.0531509851158355,0.0253630180987698,0.0393243769253322,0.0082232107088385,0.0085133323152798,1.6979619440990417,0.8165470921232904,0.4674146753357421,0.0425060524055787,0.3723555399697597,0.1275908520018406,0.0842257721640386,0.0552990143770666,0.0855848079276599,0.0593945891162598,0.0779842366718134,0.4674146753357421,0.0425060524055787,1.6979619440990417,5.462802541715291,8,0.467414675335742,3.376768975623308,29.27602657923364,64,0.2264194374105536,5.053932628849676,156.63725100269184,512,0.1105295320638794,6.731011051264659,837.9940927766191,4096,0.053988050811975,20,occupancy_K6_p11,occupancy_contrast,low
confirm_K6_i000268,bank,independent_confirmatory64,6,268,5.0,8.0,0.5,2026942266,8,0.1289724393515771,0.0504725284568926,1.9207763223264505,1.919682823643832,1.9196074424046643,1.919601801784163,0.0011745205422872,0.0012611830224578,0.1580918033265576,0.1161086502786276,0.0437703926079086,2.6531396973914134,5,3,0.0697844048245254,2.265431706755733,3,0.0697844048245254,2.265431706755733,3,0.0697844048245254,2.265431706755733,0.1653360082003777,0.1172288400218453,0.046692981378238,2.6330325944002104,5,3,0.0716377103629751,2.3079465739852743,3,0.0716377103629751,2.3079465739852743,4,0.0199538039705314,8.285939284787611,0.3834433283945596,1.62191092247225,1.7717424485767252,0.0697844048245254,0.0716377103629751,0.0193324370661117,0.0199538039705314,0.0072490950961206,0.0091798147471177,1.939692370071147,0.9327948543839348,0.2560950929817386,0.0504725284568926,0.1879260266590156,0.1706584452506682,0.1604081610163736,0.2560950929817386,0.1125056139655912,0.0510989044976576,0.0654151559577325,0.0504725284568926,0.1333460978733455,1.939692370071147,6.956610579812288,8,0.2560950929817386,3.860468692397597,47.48760323242168,64,0.080923341135124,5.78015151604143,323.80824884462686,512,0.0258928740615898,7.699758958446095,2207.815752404174,4096,0.0082941379736163,21,occupancy_K6_p11,occupancy_contrast,high
confirm_K6_i000775,bank,independent_confirmatory64,6,775,5.0,0.0,0.5,2027454152,8,0.1468818555654155,0.0409004602816891,1.7931761032856557,1.7931236545102935,1.7931213997137858,1.7931213195904157,5.47836952400349e-05,5.7198738488084544e-05,0.0452601235293376,0.0191673776539799,0.0026209028218861,2.0447653999103146,5,2,0.0191673776539799,2.3613101565794934,3,0.0127515861219402,3.549372062151817,4,0.0058383080388032,7.752267134334847,0.0454700394876298,0.0205767158930665,0.0027298873239988,2.156768679225668,5,2,0.0205767158930665,2.209781178100988,3,0.013634642214551,3.334890551004238,4,0.0065459040935828,6.946334507437279,0.1937144713946271,1.240255423819517,1.1979633186260132,0.0127515861219402,0.013634642214551,0.0058383080388032,0.0065459040935828,0.0028890975206324,0.0031951944114675,1.7944391502810646,0.8629428210958325,0.3415404094645348,0.0409004602816891,0.2920284157387204,0.0756867642526053,0.0612680488939545,0.0798040499704677,0.0680863146020708,0.0765741359839516,0.256139816550726,0.3415404094645348,0.0409004602816891,1.7944391502810646,6.016099647644553,8,0.3415404094645348,3.5876152535667205,36.14776979317144,64,0.1168772520267226,5.380738908077014,217.18269419721528,512,0.0399223722386051,7.173860307790799,1304.872100652313,4096,0.0136154853965454,22,occupancy_K6_p12,occupancy_contrast,low
confirm_K6_i000161,bank,independent_confirmatory64,6,161,5.0,8.0,2.0,2026834235,8,0.1494236800824657,0.0481821352248878,2.0188371368569085,2.01878911573773,2.018786576263329,2.0187864500955435,5.068676136499306e-05,5.3478571337084446e-05,0.0397470803145563,0.026100159141213,0.002707366321895,2.8937501101707745,5,3,0.0184147051136853,2.158442400742943,3,0.0184147051136853,2.158442400742943,4,0.0098173616234745,4.048651953444997,0.0402420111112836,0.0267364622519269,0.0028108434139316,2.936056810104056,5,3,0.0188608872766282,2.133622375292499,3,0.0188608872766282,2.133622375292499,4,0.0104102877423519,3.8656002703525534,0.2089444360113337,1.2641337037790272,1.4557536626795426,0.0184147051136853,0.0188608872766282,0.0098173616234745,0.0104102877423519,0.0032917575087712,0.0035324753590037,2.020125030986486,0.9714747880599556,0.176786107287289,0.0481821352248878,0.1132890869059361,0.0481821352248878,0.0710266150318808,0.1463848286049068,0.1377105505379353,0.176786107287289,0.1371042711884041,0.1455874290415648,0.1372180630831312,2.020125030986485,7.539267516789648,8,0.176786107287289,4.038962167843394,56.76739719268025,64,0.031784797725795,6.0577512835811245,427.4132242580863,512,0.0057238880735073,8.076537859844453,3218.0725097329605,4096,0.0010309444921516,23,occupancy_K6_p12,occupancy_contrast,high
confirm_K3_i000696,bank,independent_confirmatory64,3,696,5.0,2.0,0.1,2027074390,8,0.225778983559302,4.291785127817738e-05,1.5283598166839658,1.5283280896279985,1.5283280273119262,1.528328027222032,3.178946193371779e-05,3.1851957794204466e-05,0.2802167113385399,0.0311722617403064,0.0794931152153927,1.0682128670170787,2,1,0.2802167113385399,1.0,1,0.2802167113385399,1.0,2,0.0311722617403064,8.989296755974992,0.2802653571509284,0.0315850663801937,0.0795462868371786,1.069699117857314,2,1,0.2802653571509284,1.0,1,0.2802653571509284,1.0,2,0.0315850663801937,8.873350265512707,0.2318725344953867,1.3018672615007465,1.648692395531905,,,,,,,1.567896546148032,0.7539988572515666,0.3341921234346295,4.291785127817738e-05,0.3439427021088553,0.1252942452465544,0.3341921234346295,0.0496453395109443,4.291785127817738e-05,0.3031619405664061,0.046143922112715,0.0022083599302943,0.1393111513471779,1.567896546148032,4.796548257216103,8,0.3341921234346295,3.096256362831997,22.115005562182105,64,0.1323763156944625,4.6245844524599935,101.96039488695864,512,0.052435258729538,6.15291247977192,470.084506578156,4096,0.0207700020645046,24,gain_K3_p13,gain_contrast,low
