file,column,dtype,description
data/aggregate/development__model_comparison_cv.csv,model,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__model_comparison_cv.csv,cv,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__model_comparison_cv.csv,n,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__model_comparison_cv.csv,mae,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__model_comparison_cv.csv,rmse,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__model_comparison_cv.csv,r2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,status,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,hmm_id,object,Stable HMM identifier.
data/aggregate/development__sample_size_with_metrics.csv,architecture,object,Learner architecture.
data/aggregate/development__sample_size_with_metrics.csv,dimension,int64,Representation width.
data/aggregate/development__sample_size_with_metrics.csv,seed,int64,Training seed.
data/aggregate/development__sample_size_with_metrics.csv,n_train,int64,Number of training sequences.
data/aggregate/development__sample_size_with_metrics.csv,best_epoch,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,best_val_ce,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,final_batch_size,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,epochs_completed,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,parameter_count,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,device,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,test_ce_h1,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,test_ce_h2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,test_ce_h3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,test_ce_h4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,result_file,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,bayes_ce_h1,float64,Exact Bayes cross-entropy for context length 1.
data/aggregate/development__sample_size_with_metrics.csv,bayes_ce_h2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,bayes_ce_h3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__sample_size_with_metrics.csv,bayes_ce_h4,float64,Exact Bayes cross-entropy for context length 4.
data/aggregate/development__sample_size_with_metrics.csv,shape_rmse,float64,Anchored Shape RMSE relative to the Bayes context-response curve.
data/aggregate/development__sample_size_with_metrics.csv,excess_ce_H,float64,Test cross-entropy at H minus exact Bayes cross-entropy at H.
data/aggregate/development__sample_size_with_metrics.csv,recovery_ratio,float64,Empirical context gap divided by Bayes context gap.
data/aggregate/development__width_summary.csv,hmm_id,object,Stable HMM identifier.
data/aggregate/development__width_summary.csv,architecture,object,Learner architecture.
data/aggregate/development__width_summary.csv,A_width_shape,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__width_summary.csv,best_shape_rmse,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__width_summary.csv,best_dimension,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__width_summary.csv,width_gain,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__width_summary.csv,d90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__width_summary.csv,d95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__width_summary.csv,mean_excess_ce_H,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/development__width_summary.csv,mean_recovery_ratio,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_best_width_counts.csv,generator_family,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_best_width_counts.csv,K,int64,Number of hidden states.
data/aggregate/external__external_best_width_counts.csv,architecture,object,Learner architecture.
data/aggregate/external__external_best_width_counts.csv,best_dimension,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_best_width_counts.csv,hmm_count,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_pair_details.csv,generator_family,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_pair_details.csv,K_a,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_pair_details.csv,K_b,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_pair_details.csv,architecture,object,Learner architecture.
data/aggregate/external__external_crossK_pair_details.csv,outcome,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_pair_details.csv,hmm_a,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_pair_details.csv,hmm_b,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_pair_details.csv,matched_absolute_difference,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_pair_details.csv,profile_rms_distance,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_profile_pairs.csv,generator_family,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_profile_pairs.csv,K_a,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_profile_pairs.csv,K_b,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_profile_pairs.csv,pair_number,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_profile_pairs.csv,hmm_a,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_profile_pairs.csv,hmm_b,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_profile_pairs.csv,profile_rms_distance,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_profile_pairs.csv,matching_features,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_summary.csv,generator_family,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_summary.csv,K_a,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_summary.csv,K_b,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_summary.csv,architecture,object,Learner architecture.
data/aggregate/external__external_crossK_summary.csv,outcome,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_summary.csv,n_pairs,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_summary.csv,matched_mean_absolute_difference,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_summary.csv,random_pairing_mean,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_summary.csv,matched_to_random_ratio,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_crossK_summary.csv,exact_randomization_p_smaller,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_paired_comparisons.csv,generator_scope,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_paired_comparisons.csv,architecture,object,Learner architecture.
data/aggregate/external__external_frozen_holdout_paired_comparisons.csv,outcome,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_paired_comparisons.csv,comparison,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_paired_comparisons.csv,n_hmms,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_paired_comparisons.csv,mean_squared_error_improvement,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_paired_comparisons.csv,median_squared_error_improvement,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_paired_comparisons.csv,bootstrap_ci_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_paired_comparisons.csv,bootstrap_ci_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_paired_comparisons.csv,sign_flip_p_two_sided,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_paired_comparisons.csv,fraction_hmms_improved,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_performance.csv,generator_scope,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_performance.csv,architecture,object,Learner architecture.
data/aggregate/external__external_frozen_holdout_performance.csv,outcome,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_performance.csv,model,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_performance.csv,n_external,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_performance.csv,mae,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_performance.csv,rmse,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_performance.csv,r2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_predictions.csv,hmm_id,object,Stable HMM identifier.
data/aggregate/external__external_frozen_holdout_predictions.csv,K,int64,Number of hidden states.
data/aggregate/external__external_frozen_holdout_predictions.csv,generator_family,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_predictions.csv,architecture,object,Learner architecture.
data/aggregate/external__external_frozen_holdout_predictions.csv,outcome,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_predictions.csv,model,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_predictions.csv,observed,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_predictions.csv,predicted,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_predictions.csv,error,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_predictions.csv,absolute_error,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_frozen_holdout_predictions.csv,squared_error,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,generator_family,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,K,int64,Number of hidden states.
data/aggregate/external__external_generator_diagnostics_summary.csv,mean_transition_self_probability_mean,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,mean_transition_self_probability_std,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,mean_transition_self_probability_min,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,mean_transition_self_probability_max,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,stationary_transition_entropy_mean,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,stationary_transition_entropy_std,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,stationary_transition_entropy_min,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,stationary_transition_entropy_max,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,transition_density_gt_0p01_mean,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,transition_density_gt_0p01_std,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,transition_density_gt_0p01_min,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,transition_density_gt_0p01_max,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,stationary_emission_entropy_mean,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,stationary_emission_entropy_std,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,stationary_emission_entropy_min,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,stationary_emission_entropy_max,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,mean_state_max_emission_probability_mean,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,mean_state_max_emission_probability_std,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,mean_state_max_emission_probability_min,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,mean_state_max_emission_probability_max,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,emission_density_gt_0p01_mean,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,emission_density_gt_0p01_std,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,emission_density_gt_0p01_min,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,emission_density_gt_0p01_max,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,context_gain_area_mean,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,context_gain_area_std,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,context_gain_area_min,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,context_gain_area_max,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,tau_observed_proxy_mean,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,tau_observed_proxy_std,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,tau_observed_proxy_min,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,tau_observed_proxy_max,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,symbol_entropy_mean,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,symbol_entropy_std,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,symbol_entropy_min,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_generator_diagnostics_summary.csv,symbol_entropy_max,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_width_summary.csv,hmm_id,object,Stable HMM identifier.
data/aggregate/external__external_width_summary.csv,architecture,object,Learner architecture.
data/aggregate/external__external_width_summary.csv,A_width_shape,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_width_summary.csv,best_shape_rmse,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_width_summary.csv,best_dimension,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_width_summary.csv,width_gain,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_width_summary.csv,d90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_width_summary.csv,d95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_width_summary.csv,mean_excess_ce_H,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_width_summary.csv,mean_recovery_ratio,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_width_summary.csv,K,int64,Number of hidden states.
data/aggregate/external__external_width_summary.csv,generator_family,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/external__external_width_summary.csv,selection_cluster,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,contrast,object,Matched contrast type.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,source,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,n_train,int64,Number of training sequences.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,method,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,alpha,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,beta,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,outcome,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,n_pairs,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,mean_effect_high_minus_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,median_effect_high_minus_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,bootstrap_ci_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,bootstrap_ci_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,sign_flip_p_two_sided,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effect_summary.csv,fraction_positive,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effects.csv,source,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effects.csv,pair_id,object,Matched-pair identifier.
data/aggregate/predictor_specific__count_pair_effects.csv,contrast,object,Matched contrast type.
data/aggregate/predictor_specific__count_pair_effects.csv,K,int64,Number of hidden states.
data/aggregate/predictor_specific__count_pair_effects.csv,hmm_low,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effects.csv,hmm_high,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effects.csv,n_train,int64,Number of training sequences.
data/aggregate/predictor_specific__count_pair_effects.csv,method,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effects.csv,alpha,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effects.csv,beta,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effects.csv,outcome,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effects.csv,value_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effects.csv,value_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_pair_effects.csv,effect_high_minus_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,hmm_id,object,Stable HMM identifier.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,K,int64,Number of hidden states.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,pair_id,object,Matched-pair identifier.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,contrast,object,Matched contrast type.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,pair_role,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,n_train,int64,Number of training sequences.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,h,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,method,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,alpha,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,beta,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,test_windows,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,observed_train_contexts,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,possible_contexts,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,unseen_test_context_rate,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,mean_train_count_for_test_context,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,median_train_count_for_test_context,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,mean_positive_train_count_for_test_context,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,empirical_effective_context_count,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_predictor_context_diagnostics.csv,mean_backoff_weight,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_sparsity_correlations.csv,n_train,int64,Number of training sequences.
data/aggregate/predictor_specific__count_sparsity_correlations.csv,method,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_sparsity_correlations.csv,alpha,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_sparsity_correlations.csv,beta,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_sparsity_correlations.csv,outcome,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_sparsity_correlations.csv,diagnostic,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_sparsity_correlations.csv,spearman_rho,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__count_sparsity_correlations.csv,n_hmms,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,hmm_id,object,Stable HMM identifier.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,architecture,object,Learner architecture.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,A_width_shape,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,best_shape_rmse,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,best_dimension,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,width_gain,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,d90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,d95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,mean_excess_ce_H,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,mean_recovery_ratio,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,K,int64,Number of hidden states.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,pair_id,object,Matched-pair identifier.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,contrast,object,Matched contrast type.
data/aggregate/predictor_specific__difficulty_neural_width_summary.csv,pair_role,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_by_K.csv,contrast,object,Matched contrast type.
data/aggregate/predictor_specific__neural_pair_effect_by_K.csv,architecture,object,Learner architecture.
data/aggregate/predictor_specific__neural_pair_effect_by_K.csv,outcome,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_by_K.csv,K,int64,Number of hidden states.
data/aggregate/predictor_specific__neural_pair_effect_by_K.csv,n_pairs,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_by_K.csv,mean_effect_high_minus_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_by_K.csv,median_effect_high_minus_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_by_K.csv,bootstrap_ci_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_by_K.csv,bootstrap_ci_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_by_K.csv,sign_flip_p_two_sided,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_by_K.csv,fraction_positive,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_summary.csv,contrast,object,Matched contrast type.
data/aggregate/predictor_specific__neural_pair_effect_summary.csv,source,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_summary.csv,architecture,object,Learner architecture.
data/aggregate/predictor_specific__neural_pair_effect_summary.csv,outcome,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_summary.csv,n_pairs,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_summary.csv,mean_effect_high_minus_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_summary.csv,median_effect_high_minus_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
