file,column,dtype,description
data/selections/development_selected_hmms.csv,pred_h4_m2_r99,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,pred_h4_m2_sigma99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,pred_h4_m2_kappa99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,lambda2_abs,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,tau_hidden,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,tau_observed_proxy,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,bank_index,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,alpha_t,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,self_bias,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,alpha_e,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,gen_seed,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,pred_h4_m1_sv3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,pred_h4_m1_sv4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,pred_h4_m2_sv4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,pred_h4_m1_sv5,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/selections/development_selected_hmms.csv,pred_h4_m2_sv5,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
outputs/variance_components/seed_aware_variance_summary.csv,outcome,object,Outcome label.
outputs/variance_components/seed_aware_variance_summary.csv,run_level_column,object,Source column in the confirmatory run-level table.
outputs/variance_components/seed_aware_variance_summary.csv,interaction_share,float64,Process-by-condition interaction share on the 0–1 scale.
outputs/variance_components/seed_aware_variance_summary.csv,interaction_share_percent,float64,Interaction share in percent.
outputs/variance_components/seed_aware_variance_summary.csv,ordinary_cluster_ci_lower_percent,float64,"Lower endpoint of the primary HMM-cluster percentile interval, percent."
outputs/variance_components/seed_aware_variance_summary.csv,ordinary_cluster_ci_upper_percent,float64,"Upper endpoint of the primary HMM-cluster percentile interval, percent."
outputs/variance_components/seed_aware_variance_summary.csv,ordinary_zero_fraction,float64,Fraction of ordinary bootstrap replicates truncated to zero interaction share.
outputs/variance_components/seed_aware_variance_summary.csv,k_stratified_ci_lower_percent,float64,"Lower endpoint of the K-stratified sensitivity interval, percent."
outputs/variance_components/seed_aware_variance_summary.csv,k_stratified_ci_upper_percent,float64,"Upper endpoint of the K-stratified sensitivity interval, percent."
outputs/variance_components/seed_aware_variance_summary.csv,k_stratified_zero_fraction,float64,Fraction of K-stratified bootstrap replicates truncated to zero interaction share.
outputs/variance_components/seed_aware_variance_components.csv,outcome,object,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,run_level_column,object,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,n_hmms,int64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,n_conditions,int64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,n_seeds,int64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,process_ss,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,condition_ss,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,interaction_ss,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,residual_ss,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,process_ms,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,condition_ms,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,interaction_ms,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,residual_ms,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,process_variance_raw,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,condition_variance_raw,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,interaction_variance_raw,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,residual_variance,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,process_variance,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,interaction_variance,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_variance_components.csv,interaction_share,float64,Balanced ANOVA variance-component reconstruction field; see metadata and README.
outputs/variance_components/seed_aware_condition_scaling.csv,outcome,object,Outcome label.
outputs/variance_components/seed_aware_condition_scaling.csv,condition,object,Architecture-by-width condition.
outputs/variance_components/seed_aware_condition_scaling.csv,full_cohort_mean,float64,Full-cohort condition mean used for scaling.
outputs/variance_components/seed_aware_condition_scaling.csv,full_cohort_population_sd,float64,Full-cohort population standard deviation used for scaling.
outputs/variance_components/seed_aware_bootstrap_shares.csv,outcome,object,Outcome label.
outputs/variance_components/seed_aware_bootstrap_shares.csv,replicate,int64,Bootstrap replicate index.
outputs/variance_components/seed_aware_bootstrap_shares.csv,ordinary_cluster_share,float64,Interaction share from ordinary HMM-cluster resampling.
outputs/variance_components/seed_aware_bootstrap_shares.csv,k_stratified_cluster_share,float64,Interaction share from K-stratified HMM-cluster resampling.
data/aggregate/dataset_realization__dataset_pair_rank_stability.csv,architecture,object,Learner architecture.
data/aggregate/dataset_realization__dataset_pair_rank_stability.csv,outcome,object,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__dataset_pair_rank_stability.csv,replicate_1,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__dataset_pair_rank_stability.csv,replicate_2,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__dataset_pair_rank_stability.csv,n_hmms,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__dataset_pair_rank_stability.csv,spearman_rho,float64,Spearman rank correlation across HMMs.
data/aggregate/dataset_realization__dataset_pair_rank_stability.csv,bootstrap_ci_low,float64,Lower percentile bootstrap bound.
data/aggregate/dataset_realization__dataset_pair_rank_stability.csv,bootstrap_ci_high,float64,Upper percentile bootstrap bound.
data/aggregate/dataset_realization__frozen_augmented_vs_K_by_dataset.csv,dataset_replicate,int64,Dataset realization identifier (0 original; 1-2 independently regenerated).
data/aggregate/dataset_realization__frozen_augmented_vs_K_by_dataset.csv,architecture,object,Learner architecture.
data/aggregate/dataset_realization__frozen_augmented_vs_K_by_dataset.csv,outcome,object,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__frozen_augmented_vs_K_by_dataset.csv,n_hmms,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__frozen_augmented_vs_K_by_dataset.csv,K_only_rmse,float64,RMSE of the frozen K-only predictor.
data/aggregate/dataset_realization__frozen_augmented_vs_K_by_dataset.csv,augmented_rmse,float64,RMSE of the frozen augmented-profile predictor.
data/aggregate/dataset_realization__frozen_augmented_vs_K_by_dataset.csv,augmented_rmse_reduction_percent,float64,Percentage RMSE reduction of augmented profile relative to K-only.
data/aggregate/dataset_realization__frozen_augmented_vs_K_by_dataset.csv,mean_squared_error_advantage,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__frozen_augmented_vs_K_by_dataset.csv,exact_two_sided_sign_flip_p,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__frozen_profile_performance_by_dataset.csv,dataset_replicate,int64,Dataset realization identifier (0 original; 1-2 independently regenerated).
data/aggregate/dataset_realization__frozen_profile_performance_by_dataset.csv,architecture,object,Learner architecture.
data/aggregate/dataset_realization__frozen_profile_performance_by_dataset.csv,outcome,object,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__frozen_profile_performance_by_dataset.csv,model,object,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__frozen_profile_performance_by_dataset.csv,n_hmms,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__frozen_profile_performance_by_dataset.csv,rmse,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__frozen_profile_performance_by_dataset.csv,r2,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,outcome,object,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,P,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,R,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,C,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,S,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,MS_process,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,MS_condition,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,MS_dataset_within_process,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,MS_process_by_condition,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,MS_dataset_by_condition,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,MS_seed_residual,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,process_variance,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,dataset_within_process_variance,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,process_by_condition_variance,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,dataset_by_condition_variance,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,seed_residual_variance,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,stable_process_share_vs_dataset,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,dataset_latent_share,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__full_variance_components.csv,process_latent_share,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__grid_audit.csv,dataset_replicate,int64,Dataset realization identifier (0 original; 1-2 independently regenerated).
data/aggregate/dataset_realization__grid_audit.csv,hmm_id,object,Stable HMM identifier.
data/aggregate/dataset_realization__grid_audit.csv,architecture,object,Learner architecture.
data/aggregate/dataset_realization__grid_audit.csv,dimension,int64,Neural representation width.
data/aggregate/dataset_realization__grid_audit.csv,seed,int64,Training seed index.
data/aggregate/dataset_realization__grid_audit.csv,observed,bool,Whether the expected balanced-grid condition is present.
data/aggregate/dataset_realization__hmm_dataset_summary.csv,dataset_replicate,int64,Dataset realization identifier (0 original; 1-2 independently regenerated).
data/aggregate/dataset_realization__hmm_dataset_summary.csv,hmm_id,object,Stable HMM identifier.
data/aggregate/dataset_realization__hmm_dataset_summary.csv,architecture,object,Learner architecture.
data/aggregate/dataset_realization__hmm_dataset_summary.csv,A_width_shape,float64,Shape RMSE averaged over the prespecified width grid.
data/aggregate/dataset_realization__hmm_dataset_summary.csv,best_shape_rmse,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__hmm_dataset_summary.csv,best_dimension,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__hmm_dataset_summary.csv,mean_excess_ce_H,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__hmm_dataset_summary.csv,K,int64,Number of hidden states.
data/aggregate/dataset_realization__hmm_level_process_icc.csv,architecture,object,Learner architecture.
data/aggregate/dataset_realization__hmm_level_process_icc.csv,outcome,object,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__hmm_level_process_icc.csv,n_hmms,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__hmm_level_process_icc.csv,n_dataset_replicates,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__hmm_level_process_icc.csv,ms_between,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__hmm_level_process_icc.csv,ms_within,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__hmm_level_process_icc.csv,process_variance,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__hmm_level_process_icc.csv,dataset_realization_variance,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__hmm_level_process_icc.csv,process_icc,float64,Process ICC across dataset realizations.
data/aggregate/dataset_realization__hmm_level_process_icc.csv,icc_ci_low,float64,Lower percentile bootstrap bound for process ICC.
data/aggregate/dataset_realization__hmm_level_process_icc.csv,icc_ci_high,float64,Upper percentile bootstrap bound for process ICC.
data/aggregate/dataset_realization__pca_pc1_loadings_by_dataset.csv,dataset_replicate,int64,Dataset realization identifier (0 original; 1-2 independently regenerated).
data/aggregate/dataset_realization__pca_pc1_loadings_by_dataset.csv,condition,object,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__pca_pc1_loadings_by_dataset.csv,pc1_loading,float64,Oriented first-principal-component loading.
data/aggregate/dataset_realization__pca_pc1_score_stability.csv,replicate_1,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__pca_pc1_score_stability.csv,replicate_2,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__pca_pc1_score_stability.csv,n_hmms,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__pca_pc1_score_stability.csv,pc1_score_spearman,float64,Spearman correlation between PC1 HMM scores across dataset realizations.
data/aggregate/dataset_realization__pca_summary_by_dataset.csv,dataset_replicate,int64,Dataset realization identifier (0 original; 1-2 independently regenerated).
data/aggregate/dataset_realization__pca_summary_by_dataset.csv,n_hmms,int64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__pca_summary_by_dataset.csv,pc1_explained_variance,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__pca_summary_by_dataset.csv,pc1_pc2_explained_variance,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__width_level_summary.csv,dataset_replicate,int64,Dataset realization identifier (0 original; 1-2 independently regenerated).
data/aggregate/dataset_realization__width_level_summary.csv,hmm_id,object,Stable HMM identifier.
data/aggregate/dataset_realization__width_level_summary.csv,architecture,object,Learner architecture.
data/aggregate/dataset_realization__width_level_summary.csv,dimension,int64,Neural representation width.
data/aggregate/dataset_realization__width_level_summary.csv,shape_rmse,float64,Anchored Bayes context-response Shape RMSE.
data/aggregate/dataset_realization__width_level_summary.csv,shape_rmse_sd,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__width_level_summary.csv,excess_ce_H,float64,Test cross-entropy at H=4 minus exact Bayes cross-entropy.
data/aggregate/dataset_realization__width_level_summary.csv,excess_ce_H_sd,float64,See the corresponding protocol and reconstruction script.
data/aggregate/dataset_realization__width_level_summary.csv,best_val_ce,float64,See the corresponding protocol and reconstruction script.
data/protocols/dataset_realization_replicate_manifest.csv,hmm_id,object,Stable HMM identifier.
data/protocols/dataset_realization_replicate_manifest.csv,dataset_replicate,int64,Dataset realization identifier (0 original; 1-2 independently regenerated).
data/protocols/dataset_realization_replicate_manifest.csv,source,object,See the corresponding protocol and reconstruction script.
data/protocols/dataset_realization_replicate_manifest.csv,dataset_file,object,Sanitized provenance marker for the dataset file.
data/protocols/dataset_realization_replicate_manifest.csv,sha256,object,SHA-256 checksum of the generated dataset array.
data/protocols/dataset_realization_replicate_manifest.csv,train_seed,float64,Deterministic training-split generation seed.
data/protocols/dataset_realization_replicate_manifest.csv,val_seed,float64,Deterministic validation-split generation seed.
data/protocols/dataset_realization_replicate_manifest.csv,test_seed,float64,Deterministic test-split generation seed.
data/run_level/dataset_realization__training_with_metrics.csv,status,object,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,hmm_id,object,Stable HMM identifier.
data/run_level/dataset_realization__training_with_metrics.csv,architecture,object,Learner architecture.
data/run_level/dataset_realization__training_with_metrics.csv,dimension,int64,Neural representation width.
data/run_level/dataset_realization__training_with_metrics.csv,seed,int64,Training seed index.
data/run_level/dataset_realization__training_with_metrics.csv,n_train,int64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,best_epoch,int64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,best_val_ce,float64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,final_batch_size,int64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,epochs_completed,int64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,parameter_count,int64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,device,object,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,test_ce_h1,float64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,test_ce_h2,float64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,test_ce_h3,float64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,test_ce_h4,float64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,result_file,object,Sanitized provenance marker for the original result file.
data/run_level/dataset_realization__training_with_metrics.csv,bayes_ce_h1,float64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,bayes_ce_h2,float64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,bayes_ce_h3,float64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,bayes_ce_h4,float64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,shape_rmse,float64,Anchored Bayes context-response Shape RMSE.
data/run_level/dataset_realization__training_with_metrics.csv,excess_ce_H,float64,Test cross-entropy at H=4 minus exact Bayes cross-entropy.
data/run_level/dataset_realization__training_with_metrics.csv,recovery_ratio,float64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,source,object,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,dataset_replicate,int64,Dataset realization identifier (0 original; 1-2 independently regenerated).
data/run_level/dataset_realization__training_with_metrics.csv,condition_seed,float64,See the corresponding protocol and reconstruction script.
data/run_level/dataset_realization__training_with_metrics.csv,dataset_file,float64,Sanitized provenance marker for the dataset file.
data/selections/dataset_realization_selected_hmms.csv,hmm_id,object,Stable HMM identifier.
data/selections/dataset_realization_selected_hmms.csv,source,object,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,cohort,object,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,K,int64,Number of hidden states.
data/selections/dataset_realization_selected_hmms.csv,bank_index,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,alpha_t,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,self_bias,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,alpha_e,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,gen_seed,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,vocab_size,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,min_stationary_prob,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,min_symbol_prob,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,bayes_ce_h1,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,bayes_ce_h2,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,bayes_ce_h3,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,bayes_ce_h4,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,bayes_gap_1_to_H,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,context_gain_area,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_sv1,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_sv2,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_signal,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_effective_rank,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_numerical_rank,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_r90,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_sigma90,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_kappa90,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_r95,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_sigma95,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_kappa95,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_r99,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_sigma99,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_kappa99,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_sv1,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_sv2,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_signal,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_effective_rank,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_numerical_rank,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_r90,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_sigma90,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_kappa90,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_r95,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_sigma95,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_kappa95,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_r99,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_sigma99,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_kappa99,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,lambda2_abs,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,tau_hidden,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,tau_observed_proxy,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_sv3,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_sv3,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_sv4,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_sv4,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m1_sv5,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m2_sv5,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,symbol_entropy,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,symbol_entropy_normalized,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,max_symbol_prob,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,min_symbol_prob_recomputed,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,marginal_l2_from_uniform,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,symbol_prob_0,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,symbol_prob_1,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,symbol_prob_2,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,symbol_prob_3,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,symbol_prob_4,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,symbol_prob_5,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,symbol_prob_6,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,symbol_prob_7,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,log_K,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,log_gain,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,rank_value,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,log_rank,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,neg_log_sigma,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,log_tau,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,log_min_symbol_prob,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,log_signal,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,selection_cluster,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,distance_to_cluster_center,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,cluster_size,int64,See the corresponding protocol and reconstruction script.
