contrast,source,n_train,method,alpha,beta,outcome,n_pairs,mean_effect_high_minus_low,median_effect_high_minus_low,bootstrap_ci_low,bootstrap_ci_high,sign_flip_p_two_sided,fraction_positive
gain_contrast,count_predictor,128,interpolated_backoff,0.5,20.0,excess_ce_H,12,-0.0007846588233802,-0.0011091154371479,-0.0041548416773307,0.0028531374980155,0.6813318668133187,0.4166666666666667
gain_contrast,count_predictor,128,interpolated_backoff,0.5,20.0,shape_rmse,12,-0.0006619841556197,-0.0007101019910626,-0.0018322861592671,0.0006678941145797,0.3375662433756624,0.3333333333333333
gain_contrast,count_predictor,128,interpolated_backoff,1.0,1.0,excess_ce_H,12,-0.0012060303893735,-0.0012324699940469,-0.0043299802683438,0.0025065280736458,0.5369463053694631,0.5
gain_contrast,count_predictor,128,interpolated_backoff,1.0,1.0,shape_rmse,12,-0.0010125280812415,-0.0010650630804684,-0.0030237412185711,0.0010773370576864,0.3682631736826317,0.4166666666666667
gain_contrast,count_predictor,128,interpolated_backoff,1.0,5.0,excess_ce_H,12,-0.0012373604430528,-0.0025517877369151,-0.0041516078698984,0.0027817415127697,0.5611438856114389,0.25
gain_contrast,count_predictor,128,interpolated_backoff,1.0,5.0,shape_rmse,12,-0.0010182481335473,-0.0011468747539265,-0.0030589367688914,0.0012884532356611,0.4176582341765823,0.4166666666666667
gain_contrast,count_predictor,128,interpolated_backoff,1.0,20.0,excess_ce_H,12,-0.0008546666830773,-0.0023975030891793,-0.0038969742697488,0.0030867306070095,0.6953304669533047,0.25
gain_contrast,count_predictor,128,interpolated_backoff,1.0,20.0,shape_rmse,12,-0.0007069761585061,-0.0012893701823828,-0.0024263803631402,0.0012732427527548,0.4952504749525047,0.3333333333333333
gain_contrast,count_predictor,256,additive,0.1,,excess_ce_H,12,-0.0007710693707373,0.0027742563314741,-0.0116050178381838,0.009476520874506,0.8993100689931007,0.5
gain_contrast,count_predictor,256,additive,0.1,,shape_rmse,12,-0.0006752604658437,0.0036453235099597,-0.0084392661300465,0.0063035380418884,0.8638136186381362,0.5833333333333334
gain_contrast,count_predictor,256,additive,0.5,,excess_ce_H,12,-0.0013423677489052,0.0023641814285493,-0.0072018429882811,0.0041027393128192,0.6707329267073293,0.5833333333333334
gain_contrast,count_predictor,256,additive,0.5,,shape_rmse,12,-0.0011525496786072,-0.0005001087894444,-0.0041298681504795,0.0015022514608228,0.4638536146385361,0.5
gain_contrast,count_predictor,256,additive,1.0,,excess_ce_H,12,-0.0011336266713541,0.0018547606701104,-0.0055685447332289,0.003032496369263,0.6280371962803719,0.5833333333333334
gain_contrast,count_predictor,256,additive,1.0,,shape_rmse,12,-0.000972480930219,-0.0005492297507629,-0.0027098784669198,0.0006111564503688,0.3131686831316868,0.4166666666666667
gain_contrast,count_predictor,256,interpolated_backoff,0.1,1.0,excess_ce_H,12,-0.0013970668557561,0.0011461202615946,-0.0099641088599535,0.0068661273284528,0.76992300769923,0.5
gain_contrast,count_predictor,256,interpolated_backoff,0.1,1.0,shape_rmse,12,-0.0012074403277076,0.0011071184421273,-0.0065773952480213,0.0037815298995992,0.6766323367663234,0.5
