hmm_id,K,pair_id,contrast,pair_role,n_train,h,method,alpha,beta,test_windows,observed_train_contexts,possible_contexts,unseen_test_context_rate,mean_train_count_for_test_context,median_train_count_for_test_context,mean_positive_train_count_for_test_context,empirical_effective_context_count,mean_backoff_weight
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,2,interpolated_backoff,0.5,5.0,19072,64,64,0.0,1105.2814072986578,883.0,1105.2814072986578,28.50170871161329,0.0152064279550166
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,3,interpolated_backoff,0.5,5.0,19008,465,512,0.0019465488215488,280.8816813973064,135.0,281.4294976543145,148.95853958098988,0.0809117374787881
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,4,interpolated_backoff,0.5,5.0,18944,2220,4096,0.032569679054054,72.50870988175676,27.0,74.94980084029028,726.4196331981892,0.2579767484705924
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,1,interpolated_backoff,0.5,20.0,19136,8,8,0.0,4446.396948160535,5168.0,4446.396948160535,5.391914588984641,0.0080678912843938
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,2,interpolated_backoff,0.5,20.0,19072,64,64,0.0,1105.2814072986578,883.0,1105.2814072986578,28.50170871161329,0.0519565101130167
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,3,interpolated_backoff,0.5,20.0,19008,465,512,0.0019465488215488,280.8816813973064,135.0,281.4294976543145,148.95853958098988,0.2013903302062958
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,4,interpolated_backoff,0.5,20.0,18944,2220,4096,0.032569679054054,72.50870988175676,27.0,74.94980084029028,726.4196331981892,0.4596057057163635
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,1,additive,1.0,,19136,8,8,0.0,4446.396948160535,5168.0,4446.396948160535,5.391914588984641,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,2,additive,1.0,,19072,64,64,0.0,1105.2814072986578,883.0,1105.2814072986578,28.50170871161329,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,3,additive,1.0,,19008,465,512,0.0019465488215488,280.8816813973064,135.0,281.4294976543145,148.95853958098988,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,4,additive,1.0,,18944,2220,4096,0.032569679054054,72.50870988175676,27.0,74.94980084029028,726.4196331981892,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,1,interpolated_backoff,1.0,1.0,19136,8,8,0.0,4446.396948160535,5168.0,4446.396948160535,5.391914588984641,0.000410666995573
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,2,interpolated_backoff,1.0,1.0,19072,64,64,0.0,1105.2814072986578,883.0,1105.2814072986578,28.50170871161329,0.0032485142546498
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,3,interpolated_backoff,1.0,1.0,19008,465,512,0.0019465488215488,280.8816813973064,135.0,281.4294976543145,148.95853958098988,0.0232757485447184
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,4,interpolated_backoff,1.0,1.0,18944,2220,4096,0.032569679054054,72.50870988175676,27.0,74.94980084029028,726.4196331981892,0.1119298076450915
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,1,interpolated_backoff,1.0,5.0,19136,8,8,0.0,4446.396948160535,5168.0,4446.396948160535,5.391914588984641,0.002045509259684
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,2,interpolated_backoff,1.0,5.0,19072,64,64,0.0,1105.2814072986578,883.0,1105.2814072986578,28.50170871161329,0.0152064279550166
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,3,interpolated_backoff,1.0,5.0,19008,465,512,0.0019465488215488,280.8816813973064,135.0,281.4294976543145,148.95853958098988,0.0809117374787881
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,4,interpolated_backoff,1.0,5.0,18944,2220,4096,0.032569679054054,72.50870988175676,27.0,74.94980084029028,726.4196331981892,0.2579767484705924
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,1,interpolated_backoff,1.0,20.0,19136,8,8,0.0,4446.396948160535,5168.0,4446.396948160535,5.391914588984641,0.0080678912843938
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,2,interpolated_backoff,1.0,20.0,19072,64,64,0.0,1105.2814072986578,883.0,1105.2814072986578,28.50170871161329,0.0519565101130167
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,3,interpolated_backoff,1.0,20.0,19008,465,512,0.0019465488215488,280.8816813973064,135.0,281.4294976543145,148.95853958098988,0.2013903302062958
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,64,4,interpolated_backoff,1.0,20.0,18944,2220,4096,0.032569679054054,72.50870988175676,27.0,74.94980084029028,726.4196331981892,0.4596057057163635
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,1,additive,0.1,,19136,8,8,0.0,8942.593122909699,10450.0,8942.593122909699,5.345193545504995,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,2,additive,0.1,,19072,64,64,0.0,2234.2060088087246,1737.0,2234.2060088087246,28.041500618877016,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,3,additive,0.1,,19008,490,512,0.0005260942760942,571.9526515151515,260.0,572.2537109169386,146.26078403098705,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,4,additive,0.1,,18944,2657,4096,0.0154666385135135,148.31281672297297,54.0,150.64275373974587,734.5244167384126,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,1,interpolated_backoff,0.1,1.0,19136,8,8,0.0,8942.593122909699,10450.0,8942.593122909699,5.345193545504995,0.000207810235356
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,2,interpolated_backoff,0.1,1.0,19072,64,64,0.0,2234.2060088087246,1737.0,2234.2060088087246,28.041500618877016,0.0016558130573869
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,3,interpolated_backoff,0.1,1.0,19008,490,512,0.0005260942760942,571.9526515151515,260.0,572.2537109169386,146.26078403098705,0.0125078859947396
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,4,interpolated_backoff,0.1,1.0,18944,2657,4096,0.0154666385135135,148.31281672297297,54.0,150.64275373974587,734.5244167384126,0.068328595523837
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,1,interpolated_backoff,0.1,5.0,19136,8,8,0.0,8942.593122909699,10450.0,8942.593122909699,5.345193545504995,0.0010369949741817
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,2,interpolated_backoff,0.1,5.0,19072,64,64,0.0,2234.2060088087246,1737.0,2234.2060088087246,28.041500618877016,0.0079854314843071
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,3,interpolated_backoff,0.1,5.0,19008,490,512,0.0005260942760942,571.9526515151515,260.0,572.2537109169386,146.26078403098705,0.047709313111361
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,4,interpolated_backoff,0.1,5.0,18944,2657,4096,0.0154666385135135,148.31281672297297,54.0,150.64275373974587,734.5244167384126,0.1772039690740761
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,1,interpolated_backoff,0.1,20.0,19136,8,8,0.0,8942.593122909699,10450.0,8942.593122909699,5.345193545504995,0.004117586333371
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,2,interpolated_backoff,0.1,20.0,19072,64,64,0.0,2234.2060088087246,1737.0,2234.2060088087246,28.041500618877016,0.0288573477121572
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,3,interpolated_backoff,0.1,20.0,19008,490,512,0.0005260942760942,571.9526515151515,260.0,572.2537109169386,146.26078403098705,0.1305591275683612
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,4,interpolated_backoff,0.1,20.0,18944,2657,4096,0.0154666385135135,148.31281672297297,54.0,150.64275373974587,734.5244167384126,0.3492917300021532
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,1,additive,0.5,,19136,8,8,0.0,8942.593122909699,10450.0,8942.593122909699,5.345193545504995,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,2,additive,0.5,,19072,64,64,0.0,2234.2060088087246,1737.0,2234.2060088087246,28.041500618877016,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,3,additive,0.5,,19008,490,512,0.0005260942760942,571.9526515151515,260.0,572.2537109169386,146.26078403098705,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,4,additive,0.5,,18944,2657,4096,0.0154666385135135,148.31281672297297,54.0,150.64275373974587,734.5244167384126,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,1,interpolated_backoff,0.5,1.0,19136,8,8,0.0,8942.593122909699,10450.0,8942.593122909699,5.345193545504995,0.000207810235356
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,2,interpolated_backoff,0.5,1.0,19072,64,64,0.0,2234.2060088087246,1737.0,2234.2060088087246,28.041500618877016,0.0016558130573869
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,3,interpolated_backoff,0.5,1.0,19008,490,512,0.0005260942760942,571.9526515151515,260.0,572.2537109169386,146.26078403098705,0.0125078859947396
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,4,interpolated_backoff,0.5,1.0,18944,2657,4096,0.0154666385135135,148.31281672297297,54.0,150.64275373974587,734.5244167384126,0.068328595523837
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,1,interpolated_backoff,0.5,5.0,19136,8,8,0.0,8942.593122909699,10450.0,8942.593122909699,5.345193545504995,0.0010369949741817
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,2,interpolated_backoff,0.5,5.0,19072,64,64,0.0,2234.2060088087246,1737.0,2234.2060088087246,28.041500618877016,0.0079854314843071
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,3,interpolated_backoff,0.5,5.0,19008,490,512,0.0005260942760942,571.9526515151515,260.0,572.2537109169386,146.26078403098705,0.047709313111361
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,4,interpolated_backoff,0.5,5.0,18944,2657,4096,0.0154666385135135,148.31281672297297,54.0,150.64275373974587,734.5244167384126,0.1772039690740761
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,1,interpolated_backoff,0.5,20.0,19136,8,8,0.0,8942.593122909699,10450.0,8942.593122909699,5.345193545504995,0.004117586333371
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,2,interpolated_backoff,0.5,20.0,19072,64,64,0.0,2234.2060088087246,1737.0,2234.2060088087246,28.041500618877016,0.0288573477121572
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,3,interpolated_backoff,0.5,20.0,19008,490,512,0.0005260942760942,571.9526515151515,260.0,572.2537109169386,146.26078403098705,0.1305591275683612
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,4,interpolated_backoff,0.5,20.0,18944,2657,4096,0.0154666385135135,148.31281672297297,54.0,150.64275373974587,734.5244167384126,0.3492917300021532
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,1,additive,1.0,,19136,8,8,0.0,8942.593122909699,10450.0,8942.593122909699,5.345193545504995,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,2,additive,1.0,,19072,64,64,0.0,2234.2060088087246,1737.0,2234.2060088087246,28.041500618877016,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,3,additive,1.0,,19008,490,512,0.0005260942760942,571.9526515151515,260.0,572.2537109169386,146.26078403098705,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,4,additive,1.0,,18944,2657,4096,0.0154666385135135,148.31281672297297,54.0,150.64275373974587,734.5244167384126,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,1,interpolated_backoff,1.0,1.0,19136,8,8,0.0,8942.593122909699,10450.0,8942.593122909699,5.345193545504995,0.000207810235356
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,2,interpolated_backoff,1.0,1.0,19072,64,64,0.0,2234.2060088087246,1737.0,2234.2060088087246,28.041500618877016,0.0016558130573869
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,3,interpolated_backoff,1.0,1.0,19008,490,512,0.0005260942760942,571.9526515151515,260.0,572.2537109169386,146.26078403098705,0.0125078859947396
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,4,interpolated_backoff,1.0,1.0,18944,2657,4096,0.0154666385135135,148.31281672297297,54.0,150.64275373974587,734.5244167384126,0.068328595523837
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,1,interpolated_backoff,1.0,5.0,19136,8,8,0.0,8942.593122909699,10450.0,8942.593122909699,5.345193545504995,0.0010369949741817
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,2,interpolated_backoff,1.0,5.0,19072,64,64,0.0,2234.2060088087246,1737.0,2234.2060088087246,28.041500618877016,0.0079854314843071
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,3,interpolated_backoff,1.0,5.0,19008,490,512,0.0005260942760942,571.9526515151515,260.0,572.2537109169386,146.26078403098705,0.047709313111361
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,4,interpolated_backoff,1.0,5.0,18944,2657,4096,0.0154666385135135,148.31281672297297,54.0,150.64275373974587,734.5244167384126,0.1772039690740761
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,1,interpolated_backoff,1.0,20.0,19136,8,8,0.0,8942.593122909699,10450.0,8942.593122909699,5.345193545504995,0.004117586333371
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,2,interpolated_backoff,1.0,20.0,19072,64,64,0.0,2234.2060088087246,1737.0,2234.2060088087246,28.041500618877016,0.0288573477121572
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,3,interpolated_backoff,1.0,20.0,19008,490,512,0.0005260942760942,571.9526515151515,260.0,572.2537109169386,146.26078403098705,0.1305591275683612
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,128,4,interpolated_backoff,1.0,20.0,18944,2657,4096,0.0154666385135135,148.31281672297297,54.0,150.64275373974587,734.5244167384126,0.3492917300021532
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,1,additive,0.1,,19136,8,8,0.0,17935.617318143813,21020.0,17935.617318143813,5.3181111687832505,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,2,additive,0.1,,19072,64,64,0.0,4480.54918204698,3471.0,4480.54918204698,27.782550130682164,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,3,additive,0.1,,19008,500,512,0.0002630471380471,1145.567760942761,542.0,1145.8691785507551,144.55875516043375,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,4,additive,0.1,,18944,3043,4096,0.0062288851351351,295.9145903716216,109.0,297.7693615213003,737.0922758429476,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,1,interpolated_backoff,0.1,1.0,19136,8,8,0.0,17935.617318143813,21020.0,17935.617318143813,5.3181111687832505,0.0001047152526536
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,2,interpolated_backoff,0.1,1.0,19072,64,64,0.0,4480.54918204698,3471.0,4480.54918204698,27.782550130682164,0.0008500702418203
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,3,interpolated_backoff,0.1,1.0,19008,500,512,0.0002630471380471,1145.567760942761,542.0,1145.8691785507551,144.55875516043375,0.0066670007131098
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,4,interpolated_backoff,0.1,1.0,18944,3043,4096,0.0062288851351351,295.9145903716216,109.0,297.7693615213003,737.0922758429476,0.0398248703356805
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,1,interpolated_backoff,0.1,5.0,19136,8,8,0.0,17935.617318143813,21020.0,17935.617318143813,5.3181111687832505,0.0005230470269326
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,2,interpolated_backoff,0.1,5.0,19072,64,64,0.0,4480.54918204698,3471.0,4480.54918204698,27.782550130682164,0.0041616814799556
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,3,interpolated_backoff,0.1,5.0,19008,500,512,0.0002630471380471,1145.567760942761,542.0,1145.8691785507551,144.55875516043375,0.0272821919020334
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,4,interpolated_backoff,0.1,5.0,18944,3043,4096,0.0062288851351351,295.9145903716216,109.0,297.7693615213003,737.0922758429476,0.1161904495484319
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,1,interpolated_backoff,0.1,20.0,19136,8,8,0.0,17935.617318143813,21020.0,17935.617318143813,5.3181111687832505,0.0020843089780366
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,2,interpolated_backoff,0.1,20.0,19072,64,64,0.0,4480.54918204698,3471.0,4480.54918204698,27.782550130682164,0.0156004388819511
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,3,interpolated_backoff,0.1,20.0,19008,500,512,0.0002630471380471,1145.567760942761,542.0,1145.8691785507551,144.55875516043375,0.0809358776641967
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,4,interpolated_backoff,0.1,20.0,18944,3043,4096,0.0062288851351351,295.9145903716216,109.0,297.7693615213003,737.0922758429476,0.2524854333626398
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,1,additive,0.5,,19136,8,8,0.0,17935.617318143813,21020.0,17935.617318143813,5.3181111687832505,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,2,additive,0.5,,19072,64,64,0.0,4480.54918204698,3471.0,4480.54918204698,27.782550130682164,0.0
confirm_K3_i000079,3,occupancy_K3_p01,occupancy_contrast,low,256,3,additive,0.5,,19008,500,512,0.0002630471380471,1145.567760942761,542.0,1145.8691785507551,144.55875516043375,0.0
