n_train,method,alpha,beta,outcome,diagnostic,spearman_rho,n_hmms
512,additive,0.5,,excess_ce_H,mean_train_count_for_test_context,-0.7940729483282675,48
512,additive,0.5,,excess_ce_H,empirical_effective_context_count,0.9209726443768996,48
512,additive,0.5,,excess_ce_H,mean_backoff_weight,,48
512,additive,1.0,,shape_rmse,unseen_test_context_rate,-0.6501059273948623,48
512,additive,1.0,,shape_rmse,mean_train_count_for_test_context,-0.8221884498480242,48
512,additive,1.0,,shape_rmse,empirical_effective_context_count,0.94811115935736,48
512,additive,1.0,,shape_rmse,mean_backoff_weight,,48
512,additive,1.0,,excess_ce_H,unseen_test_context_rate,-0.5737634122426719,48
512,additive,1.0,,excess_ce_H,mean_train_count_for_test_context,-0.7911419887103778,48
512,additive,1.0,,excess_ce_H,empirical_effective_context_count,0.8994789405123751,48
512,additive,1.0,,excess_ce_H,mean_backoff_weight,,48
512,interpolated_backoff,0.1,1.0,shape_rmse,unseen_test_context_rate,-0.6245317277955155,48
512,interpolated_backoff,0.1,1.0,shape_rmse,mean_train_count_for_test_context,-0.77594442032132,48
512,interpolated_backoff,0.1,1.0,shape_rmse,empirical_effective_context_count,0.9307425097698652,48
512,interpolated_backoff,0.1,1.0,shape_rmse,mean_backoff_weight,0.9250976986539295,48
512,interpolated_backoff,0.1,1.0,excess_ce_H,unseen_test_context_rate,-0.5913558552791651,48
512,interpolated_backoff,0.1,1.0,excess_ce_H,mean_train_count_for_test_context,-0.7721450282240555,48
512,interpolated_backoff,0.1,1.0,excess_ce_H,empirical_effective_context_count,0.9224924012158054,48
512,interpolated_backoff,0.1,1.0,excess_ce_H,mean_backoff_weight,0.9472427268779852,48
512,interpolated_backoff,0.1,5.0,shape_rmse,unseen_test_context_rate,-0.6292013268731032,48
512,interpolated_backoff,0.1,5.0,shape_rmse,mean_train_count_for_test_context,-0.8108988276161527,48
512,interpolated_backoff,0.1,5.0,shape_rmse,empirical_effective_context_count,0.947351280937907,48
512,interpolated_backoff,0.1,5.0,shape_rmse,mean_backoff_weight,0.9848024316109422,48
512,interpolated_backoff,0.1,5.0,excess_ce_H,unseen_test_context_rate,-0.5910843669607008,48
512,interpolated_backoff,0.1,5.0,excess_ce_H,mean_train_count_for_test_context,-0.7881024750325663,48
512,interpolated_backoff,0.1,5.0,excess_ce_H,empirical_effective_context_count,0.9222752930959616,48
512,interpolated_backoff,0.1,5.0,excess_ce_H,mean_backoff_weight,0.9741641337386018,48
512,interpolated_backoff,0.1,20.0,shape_rmse,unseen_test_context_rate,-0.629690005846339,48
512,interpolated_backoff,0.1,20.0,shape_rmse,mean_train_count_for_test_context,-0.820343030829353,48
512,interpolated_backoff,0.1,20.0,shape_rmse,empirical_effective_context_count,0.949522362136344,48
512,interpolated_backoff,0.1,20.0,shape_rmse,mean_backoff_weight,0.980785931393834,48
512,interpolated_backoff,0.1,20.0,excess_ce_H,unseen_test_context_rate,-0.5272303144578729,48
512,interpolated_backoff,0.1,20.0,excess_ce_H,mean_train_count_for_test_context,-0.7654146765089014,48
512,interpolated_backoff,0.1,20.0,excess_ce_H,empirical_effective_context_count,0.8703864524533217,48
512,interpolated_backoff,0.1,20.0,excess_ce_H,mean_backoff_weight,0.9065349544072948,48
512,interpolated_backoff,0.5,1.0,shape_rmse,unseen_test_context_rate,-0.6491285694483903,48
512,interpolated_backoff,0.5,1.0,shape_rmse,mean_train_count_for_test_context,-0.8306556665219278,48
512,interpolated_backoff,0.5,1.0,shape_rmse,empirical_effective_context_count,0.9552757273122012,48
512,interpolated_backoff,0.5,1.0,shape_rmse,mean_backoff_weight,0.8947025618758142,48
512,interpolated_backoff,0.5,1.0,excess_ce_H,unseen_test_context_rate,-0.6088940006519656,48
512,interpolated_backoff,0.5,1.0,excess_ce_H,mean_train_count_for_test_context,-0.8177377333912289,48
512,interpolated_backoff,0.5,1.0,excess_ce_H,empirical_effective_context_count,0.9318280503690836,48
512,interpolated_backoff,0.5,1.0,excess_ce_H,mean_backoff_weight,0.916521927920104,48
512,interpolated_backoff,0.5,5.0,shape_rmse,unseen_test_context_rate,-0.6643862129460899,48
512,interpolated_backoff,0.5,5.0,shape_rmse,mean_train_count_for_test_context,-0.8425966131133303,48
512,interpolated_backoff,0.5,5.0,shape_rmse,empirical_effective_context_count,0.9594007815892314,48
512,interpolated_backoff,0.5,5.0,shape_rmse,mean_backoff_weight,0.9687364307425098,48
512,interpolated_backoff,0.5,5.0,excess_ce_H,unseen_test_context_rate,-0.6092197866341229,48
512,interpolated_backoff,0.5,5.0,excess_ce_H,mean_train_count_for_test_context,-0.8279418150238819,48
512,interpolated_backoff,0.5,5.0,excess_ce_H,empirical_effective_context_count,0.9262917933130698,48
512,interpolated_backoff,0.5,5.0,excess_ce_H,mean_backoff_weight,0.948762483716891,48
512,interpolated_backoff,0.5,20.0,shape_rmse,unseen_test_context_rate,-0.7007656476203201,48
512,interpolated_backoff,0.5,20.0,shape_rmse,mean_train_count_for_test_context,-0.8676726009552757,48
512,interpolated_backoff,0.5,20.0,shape_rmse,empirical_effective_context_count,0.9598349978289188,48
512,interpolated_backoff,0.5,20.0,shape_rmse,mean_backoff_weight,0.962983065566652,48
512,interpolated_backoff,0.5,20.0,excess_ce_H,unseen_test_context_rate,-0.5291307326871237,48
512,interpolated_backoff,0.5,20.0,excess_ce_H,mean_train_count_for_test_context,-0.7807207989578809,48
512,interpolated_backoff,0.5,20.0,excess_ce_H,empirical_effective_context_count,0.844984802431611,48
512,interpolated_backoff,0.5,20.0,excess_ce_H,mean_backoff_weight,0.8648501953973078,48
512,interpolated_backoff,1.0,1.0,shape_rmse,unseen_test_context_rate,-0.6787750938247034,48
512,interpolated_backoff,1.0,1.0,shape_rmse,mean_train_count_for_test_context,-0.8601823708206686,48
512,interpolated_backoff,1.0,1.0,shape_rmse,empirical_effective_context_count,0.9608119843682152,48
512,interpolated_backoff,1.0,1.0,shape_rmse,mean_backoff_weight,0.8445505861919236,48
512,interpolated_backoff,1.0,1.0,excess_ce_H,unseen_test_context_rate,-0.6011294347438838,48
512,interpolated_backoff,1.0,1.0,excess_ce_H,mean_train_count_for_test_context,-0.83608336951802,48
512,interpolated_backoff,1.0,1.0,excess_ce_H,empirical_effective_context_count,0.90566652192792,48
512,interpolated_backoff,1.0,1.0,excess_ce_H,mean_backoff_weight,0.8599652627008251,48
512,interpolated_backoff,1.0,5.0,shape_rmse,unseen_test_context_rate,-0.7127654312964466,48
512,interpolated_backoff,1.0,5.0,shape_rmse,mean_train_count_for_test_context,-0.9027355623100304,48
512,interpolated_backoff,1.0,5.0,shape_rmse,empirical_effective_context_count,0.9471341728180632,48
512,interpolated_backoff,1.0,5.0,shape_rmse,mean_backoff_weight,0.8929656969170646,48
512,interpolated_backoff,1.0,5.0,excess_ce_H,unseen_test_context_rate,-0.5733290309331288,48
512,interpolated_backoff,1.0,5.0,excess_ce_H,mean_train_count_for_test_context,-0.8345636126791142,48
512,interpolated_backoff,1.0,5.0,excess_ce_H,empirical_effective_context_count,0.8767911419887103,48
512,interpolated_backoff,1.0,5.0,excess_ce_H,mean_backoff_weight,0.8738601823708205,48
512,interpolated_backoff,1.0,20.0,shape_rmse,unseen_test_context_rate,-0.7306293626514044,48
512,interpolated_backoff,1.0,20.0,shape_rmse,mean_train_count_for_test_context,-0.9299826313504124,48
512,interpolated_backoff,1.0,20.0,shape_rmse,empirical_effective_context_count,0.8814589665653495,48
512,interpolated_backoff,1.0,20.0,shape_rmse,mean_backoff_weight,0.8171949630916197,48
512,interpolated_backoff,1.0,20.0,excess_ce_H,unseen_test_context_rate,-0.4681544563600186,48
512,interpolated_backoff,1.0,20.0,excess_ce_H,mean_train_count_for_test_context,-0.7545592705167172,48
512,interpolated_backoff,1.0,20.0,excess_ce_H,empirical_effective_context_count,0.765631784628745,48
512,interpolated_backoff,1.0,20.0,excess_ce_H,mean_backoff_weight,0.7647633521493703,48
1024,additive,0.1,,shape_rmse,unseen_test_context_rate,-0.7797694007967463,48
1024,additive,0.1,,shape_rmse,mean_train_count_for_test_context,-0.7153712548849327,48
1024,additive,0.1,,shape_rmse,empirical_effective_context_count,0.8889491966999564,48
1024,additive,0.1,,shape_rmse,mean_backoff_weight,,48
1024,additive,0.1,,excess_ce_H,unseen_test_context_rate,-0.7495478911988277,48
1024,additive,0.1,,excess_ce_H,mean_train_count_for_test_context,-0.6667390360399478,48
1024,additive,0.1,,excess_ce_H,empirical_effective_context_count,0.8395570994355188,48
1024,additive,0.1,,excess_ce_H,mean_backoff_weight,,48
1024,additive,0.5,,shape_rmse,unseen_test_context_rate,-0.8171242757231826,48
1024,additive,0.5,,shape_rmse,mean_train_count_for_test_context,-0.7775727312201477,48
1024,additive,0.5,,shape_rmse,empirical_effective_context_count,0.929656969170647,48
1024,additive,0.5,,shape_rmse,mean_backoff_weight,,48
1024,additive,0.5,,excess_ce_H,unseen_test_context_rate,-0.7675174374462388,48
1024,additive,0.5,,excess_ce_H,mean_train_count_for_test_context,-0.7337168910117239,48
1024,additive,0.5,,excess_ce_H,empirical_effective_context_count,0.8666956144159792,48
1024,additive,0.5,,excess_ce_H,mean_backoff_weight,,48
1024,additive,1.0,,shape_rmse,unseen_test_context_rate,-0.8106988016104719,48
1024,additive,1.0,,shape_rmse,mean_train_count_for_test_context,-0.7730134607034304,48
1024,additive,1.0,,shape_rmse,empirical_effective_context_count,0.9252062527138516,48
1024,additive,1.0,,shape_rmse,mean_backoff_weight,,48
1024,additive,1.0,,excess_ce_H,unseen_test_context_rate,-0.695366986604361,48
1024,additive,1.0,,excess_ce_H,mean_train_count_for_test_context,-0.7224272687798523,48
1024,additive,1.0,,excess_ce_H,empirical_effective_context_count,0.8205601389491967,48
1024,additive,1.0,,excess_ce_H,mean_backoff_weight,,48
1024,interpolated_backoff,0.1,1.0,shape_rmse,unseen_test_context_rate,-0.80743161138367,48
1024,interpolated_backoff,0.1,1.0,shape_rmse,mean_train_count_for_test_context,-0.7480460269214069,48
1024,interpolated_backoff,0.1,1.0,shape_rmse,empirical_effective_context_count,0.9123968736430744,48
1024,interpolated_backoff,0.1,1.0,shape_rmse,mean_backoff_weight,0.9008901432913592,48
1024,interpolated_backoff,0.1,1.0,excess_ce_H,unseen_test_context_rate,-0.7745418964338632,48
1024,interpolated_backoff,0.1,1.0,excess_ce_H,mean_train_count_for_test_context,-0.7016934433347808,48
1024,interpolated_backoff,0.1,1.0,excess_ce_H,empirical_effective_context_count,0.8638732088580113,48
1024,interpolated_backoff,0.1,1.0,excess_ce_H,mean_backoff_weight,0.947459834997829,48
1024,interpolated_backoff,0.1,5.0,shape_rmse,unseen_test_context_rate,-0.8091741128379644,48
1024,interpolated_backoff,0.1,5.0,shape_rmse,mean_train_count_for_test_context,-0.7757273122014763,48
1024,interpolated_backoff,0.1,5.0,shape_rmse,empirical_effective_context_count,0.9274858879722102,48
1024,interpolated_backoff,0.1,5.0,shape_rmse,mean_backoff_weight,0.98349978289188,48
1024,interpolated_backoff,0.1,5.0,excess_ce_H,unseen_test_context_rate,-0.7662105613555179,48
1024,interpolated_backoff,0.1,5.0,excess_ce_H,mean_train_count_for_test_context,-0.7272036474164134,48
1024,interpolated_backoff,0.1,5.0,excess_ce_H,empirical_effective_context_count,0.8676726009552757,48
1024,interpolated_backoff,0.1,5.0,excess_ce_H,mean_backoff_weight,0.946808510638298,48
1024,interpolated_backoff,0.1,20.0,shape_rmse,unseen_test_context_rate,-0.8072682518723299,48
1024,interpolated_backoff,0.1,20.0,shape_rmse,mean_train_count_for_test_context,-0.7958098132870168,48
1024,interpolated_backoff,0.1,20.0,shape_rmse,empirical_effective_context_count,0.933022145028224,48
1024,interpolated_backoff,0.1,20.0,shape_rmse,mean_backoff_weight,0.9754667824576638,48
1024,interpolated_backoff,0.1,20.0,excess_ce_H,unseen_test_context_rate,-0.6973273007404424,48
1024,interpolated_backoff,0.1,20.0,excess_ce_H,mean_train_count_for_test_context,-0.7213417281806339,48
1024,interpolated_backoff,0.1,20.0,excess_ce_H,empirical_effective_context_count,0.821645679548415,48
1024,interpolated_backoff,0.1,20.0,excess_ce_H,mean_backoff_weight,0.8663699522362135,48
1024,interpolated_backoff,0.5,1.0,shape_rmse,unseen_test_context_rate,-0.8247477195857206,48
1024,interpolated_backoff,0.5,1.0,shape_rmse,mean_train_count_for_test_context,-0.7889709075119409,48
1024,interpolated_backoff,0.5,1.0,shape_rmse,empirical_effective_context_count,0.9362787668258792,48
1024,interpolated_backoff,0.5,1.0,shape_rmse,mean_backoff_weight,0.879830655666522,48
1024,interpolated_backoff,0.5,1.0,excess_ce_H,unseen_test_context_rate,-0.7715469720592945,48
1024,interpolated_backoff,0.5,1.0,excess_ce_H,mean_train_count_for_test_context,-0.7578158923143726,48
1024,interpolated_backoff,0.5,1.0,excess_ce_H,empirical_effective_context_count,0.8802648719062093,48
1024,interpolated_backoff,0.5,1.0,excess_ce_H,mean_backoff_weight,0.901758575770734,48
1024,interpolated_backoff,0.5,5.0,shape_rmse,unseen_test_context_rate,-0.8285594415169897,48
1024,interpolated_backoff,0.5,5.0,shape_rmse,mean_train_count_for_test_context,-0.7997177594442032,48
1024,interpolated_backoff,0.5,5.0,shape_rmse,empirical_effective_context_count,0.9409465914025184,48
1024,interpolated_backoff,0.5,5.0,shape_rmse,mean_backoff_weight,0.9770950933564916,48
1024,interpolated_backoff,0.5,5.0,excess_ce_H,unseen_test_context_rate,-0.7510725799713353,48
1024,interpolated_backoff,0.5,5.0,excess_ce_H,mean_train_count_for_test_context,-0.7606382978723404,48
1024,interpolated_backoff,0.5,5.0,excess_ce_H,empirical_effective_context_count,0.8689752496743379,48
1024,interpolated_backoff,0.5,5.0,excess_ce_H,mean_backoff_weight,0.9252062527138516,48
1024,interpolated_backoff,0.5,20.0,shape_rmse,unseen_test_context_rate,-0.8260001425059947,48
1024,interpolated_backoff,0.5,20.0,shape_rmse,mean_train_count_for_test_context,-0.8268562744246635,48
1024,interpolated_backoff,0.5,20.0,shape_rmse,empirical_effective_context_count,0.9431176726009552,48
1024,interpolated_backoff,0.5,20.0,shape_rmse,mean_backoff_weight,0.9660225792444636,48
1024,interpolated_backoff,0.5,20.0,excess_ce_H,unseen_test_context_rate,-0.6760905642662293,48
1024,interpolated_backoff,0.5,20.0,excess_ce_H,mean_train_count_for_test_context,-0.7298089448545376,48
1024,interpolated_backoff,0.5,20.0,excess_ce_H,empirical_effective_context_count,0.8082935301780286,48
1024,interpolated_backoff,0.5,20.0,excess_ce_H,mean_backoff_weight,0.8405340859748155,48
1024,interpolated_backoff,1.0,1.0,shape_rmse,unseen_test_context_rate,-0.8263813146991217,48
1024,interpolated_backoff,1.0,1.0,shape_rmse,mean_train_count_for_test_context,-0.8036257056013895,48
1024,interpolated_backoff,1.0,1.0,shape_rmse,empirical_effective_context_count,0.9402952670429874,48
1024,interpolated_backoff,1.0,1.0,shape_rmse,mean_backoff_weight,0.8534520191055145,48
1024,interpolated_backoff,1.0,1.0,excess_ce_H,unseen_test_context_rate,-0.7160047382036604,48
1024,interpolated_backoff,1.0,1.0,excess_ce_H,mean_train_count_for_test_context,-0.7457663916630483,48
1024,interpolated_backoff,1.0,1.0,excess_ce_H,empirical_effective_context_count,0.8342379504993486,48
1024,interpolated_backoff,1.0,1.0,excess_ce_H,mean_backoff_weight,0.8602909248805906,48
1024,interpolated_backoff,1.0,5.0,shape_rmse,unseen_test_context_rate,-0.8185400581547968,48
1024,interpolated_backoff,1.0,5.0,shape_rmse,mean_train_count_for_test_context,-0.8407511940946591,48
1024,interpolated_backoff,1.0,5.0,shape_rmse,empirical_effective_context_count,0.947459834997829,48
1024,interpolated_backoff,1.0,5.0,shape_rmse,mean_backoff_weight,0.9493052540165,48
1024,interpolated_backoff,1.0,5.0,excess_ce_H,unseen_test_context_rate,-0.6784865037658839,48
1024,interpolated_backoff,1.0,5.0,excess_ce_H,mean_train_count_for_test_context,-0.7564046895353886,48
1024,interpolated_backoff,1.0,5.0,excess_ce_H,empirical_effective_context_count,0.8188232739904473,48
1024,interpolated_backoff,1.0,5.0,excess_ce_H,mean_backoff_weight,0.8577941815023882,48
1024,interpolated_backoff,1.0,20.0,shape_rmse,unseen_test_context_rate,-0.7712202530366143,48
1024,interpolated_backoff,1.0,20.0,shape_rmse,mean_train_count_for_test_context,-0.8860182370820668,48
1024,interpolated_backoff,1.0,20.0,shape_rmse,empirical_effective_context_count,0.915219279201042,48
1024,interpolated_backoff,1.0,20.0,shape_rmse,mean_backoff_weight,0.8833043855840208,48
1024,interpolated_backoff,1.0,20.0,excess_ce_H,unseen_test_context_rate,-0.6176623123769198,48
1024,interpolated_backoff,1.0,20.0,excess_ce_H,mean_train_count_for_test_context,-0.7110290924880591,48
1024,interpolated_backoff,1.0,20.0,excess_ce_H,empirical_effective_context_count,0.7484802431610943,48
1024,interpolated_backoff,1.0,20.0,excess_ce_H,mean_backoff_weight,0.7640034737299175,48
2048,additive,0.1,,shape_rmse,unseen_test_context_rate,-0.6956276934869797,48
2048,additive,0.1,,shape_rmse,mean_train_count_for_test_context,-0.4996743378202345,48
2048,additive,0.1,,shape_rmse,empirical_effective_context_count,0.7355623100303951,48
2048,additive,0.1,,shape_rmse,mean_backoff_weight,,48
2048,additive,0.1,,excess_ce_H,unseen_test_context_rate,-0.6683675737137681,48
2048,additive,0.1,,excess_ce_H,mean_train_count_for_test_context,-0.5086843247937474,48
2048,additive,0.1,,excess_ce_H,empirical_effective_context_count,0.6947459834997829,48
2048,additive,0.1,,excess_ce_H,mean_backoff_weight,,48
2048,additive,0.5,,shape_rmse,unseen_test_context_rate,-0.8062620102278576,48
2048,additive,0.5,,shape_rmse,mean_train_count_for_test_context,-0.7367564046895355,48
2048,additive,0.5,,shape_rmse,empirical_effective_context_count,0.8990447242726878,48
2048,additive,0.5,,shape_rmse,mean_backoff_weight,,48
2048,additive,0.5,,excess_ce_H,unseen_test_context_rate,-0.6964520922704438,48
2048,additive,0.5,,excess_ce_H,mean_train_count_for_test_context,-0.6135475466782457,48
2048,additive,0.5,,excess_ce_H,empirical_effective_context_count,0.7478289188015632,48
2048,additive,0.5,,excess_ce_H,mean_backoff_weight,,48
2048,additive,1.0,,shape_rmse,unseen_test_context_rate,-0.799941619554633,48
2048,additive,1.0,,shape_rmse,mean_train_count_for_test_context,-0.7528224055579679,48
2048,additive,1.0,,shape_rmse,empirical_effective_context_count,0.9031697785497176,48
2048,additive,1.0,,shape_rmse,mean_backoff_weight,,48
2048,additive,1.0,,excess_ce_H,unseen_test_context_rate,-0.6323138669169395,48
2048,additive,1.0,,excess_ce_H,mean_train_count_for_test_context,-0.6068171949630916,48
2048,additive,1.0,,excess_ce_H,empirical_effective_context_count,0.7057099435518889,48
2048,additive,1.0,,excess_ce_H,mean_backoff_weight,,48
2048,interpolated_backoff,0.1,1.0,shape_rmse,unseen_test_context_rate,-0.7577324018412729,48
2048,interpolated_backoff,0.1,1.0,shape_rmse,mean_train_count_for_test_context,-0.6316760746851932,48
2048,interpolated_backoff,0.1,1.0,shape_rmse,empirical_effective_context_count,0.8342379504993486,48
2048,interpolated_backoff,0.1,1.0,shape_rmse,mean_backoff_weight,0.886561007381676,48
2048,interpolated_backoff,0.1,1.0,excess_ce_H,unseen_test_context_rate,-0.6911759400562739,48
2048,interpolated_backoff,0.1,1.0,excess_ce_H,mean_train_count_for_test_context,-0.5554711246200609,48
2048,interpolated_backoff,0.1,1.0,excess_ce_H,empirical_effective_context_count,0.7298089448545376,48
2048,interpolated_backoff,0.1,1.0,excess_ce_H,mean_backoff_weight,0.920646982197134,48
2048,interpolated_backoff,0.1,5.0,shape_rmse,unseen_test_context_rate,-0.7960394653129033,48
2048,interpolated_backoff,0.1,5.0,shape_rmse,mean_train_count_for_test_context,-0.7278549717759445,48
2048,interpolated_backoff,0.1,5.0,shape_rmse,empirical_effective_context_count,0.896873643074251,48
2048,interpolated_backoff,0.1,5.0,shape_rmse,mean_backoff_weight,0.9571211463308728,48
2048,interpolated_backoff,0.1,5.0,excess_ce_H,unseen_test_context_rate,-0.6972764910539079,48
2048,interpolated_backoff,0.1,5.0,excess_ce_H,mean_train_count_for_test_context,-0.610616587060356,48
2048,interpolated_backoff,0.1,5.0,excess_ce_H,empirical_effective_context_count,0.7540165002171081,48
2048,interpolated_backoff,0.1,5.0,excess_ce_H,mean_backoff_weight,0.8696265740338689,48
2048,interpolated_backoff,0.1,20.0,shape_rmse,unseen_test_context_rate,-0.8108236834963588,48
2048,interpolated_backoff,0.1,20.0,shape_rmse,mean_train_count_for_test_context,-0.7735562310030396,48
2048,interpolated_backoff,0.1,20.0,shape_rmse,empirical_effective_context_count,0.917390360399479,48
2048,interpolated_backoff,0.1,20.0,shape_rmse,mean_backoff_weight,0.9660225792444636,48
2048,interpolated_backoff,0.1,20.0,excess_ce_H,unseen_test_context_rate,-0.6625967822295196,48
2048,interpolated_backoff,0.1,20.0,excess_ce_H,mean_train_count_for_test_context,-0.6314589665653496,48
2048,interpolated_backoff,0.1,20.0,excess_ce_H,empirical_effective_context_count,0.7332826747720365,48
2048,interpolated_backoff,0.1,20.0,excess_ce_H,mean_backoff_weight,0.7995006513243595,48
2048,interpolated_backoff,0.5,1.0,shape_rmse,unseen_test_context_rate,-0.8185180721420233,48
2048,interpolated_backoff,0.5,1.0,shape_rmse,mean_train_count_for_test_context,-0.7604211897524967,48
2048,interpolated_backoff,0.5,1.0,shape_rmse,empirical_effective_context_count,0.9136995223621364,48
2048,interpolated_backoff,0.5,1.0,shape_rmse,mean_backoff_weight,0.8363004776378637,48
2048,interpolated_backoff,0.5,1.0,excess_ce_H,unseen_test_context_rate,-0.7056853586452414,48
2048,interpolated_backoff,0.5,1.0,excess_ce_H,mean_train_count_for_test_context,-0.6354754667824576,48
2048,interpolated_backoff,0.5,1.0,excess_ce_H,empirical_effective_context_count,0.7613981762917933,48
2048,interpolated_backoff,0.5,1.0,excess_ce_H,mean_backoff_weight,0.8700607902735563,48
2048,interpolated_backoff,0.5,5.0,shape_rmse,unseen_test_context_rate,-0.8286856571380803,48
2048,interpolated_backoff,0.5,5.0,shape_rmse,mean_train_count_for_test_context,-0.7768128528006947,48
2048,interpolated_backoff,0.5,5.0,shape_rmse,empirical_effective_context_count,0.9227095093356492,48
2048,interpolated_backoff,0.5,5.0,shape_rmse,mean_backoff_weight,0.9565783760312636,48
2048,interpolated_backoff,0.5,5.0,excess_ce_H,unseen_test_context_rate,-0.7030472825381564,48
2048,interpolated_backoff,0.5,5.0,excess_ce_H,mean_train_count_for_test_context,-0.6457881024750325,48
2048,interpolated_backoff,0.5,5.0,excess_ce_H,empirical_effective_context_count,0.7620495006513244,48
2048,interpolated_backoff,0.5,5.0,excess_ce_H,mean_backoff_weight,0.8622448979591837,48
2048,interpolated_backoff,0.5,20.0,shape_rmse,unseen_test_context_rate,-0.8196172705199755,48
2048,interpolated_backoff,0.5,20.0,shape_rmse,mean_train_count_for_test_context,-0.7959183673469388,48
2048,interpolated_backoff,0.5,20.0,shape_rmse,empirical_effective_context_count,0.928354320451585,48
2048,interpolated_backoff,0.5,20.0,shape_rmse,mean_backoff_weight,0.9656969170646982,48
2048,interpolated_backoff,0.5,20.0,excess_ce_H,unseen_test_context_rate,-0.6363259409964646,48
2048,interpolated_backoff,0.5,20.0,excess_ce_H,mean_train_count_for_test_context,-0.6254884932696482,48
2048,interpolated_backoff,0.5,20.0,excess_ce_H,empirical_effective_context_count,0.7108119843682154,48
2048,interpolated_backoff,0.5,20.0,excess_ce_H,mean_backoff_weight,0.7773556231003039,48
2048,interpolated_backoff,1.0,1.0,shape_rmse,unseen_test_context_rate,-0.8140113587924198,48
2048,interpolated_backoff,1.0,1.0,shape_rmse,mean_train_count_for_test_context,-0.7663916630481981,48
2048,interpolated_backoff,1.0,1.0,shape_rmse,empirical_effective_context_count,0.9123968736430744,48
2048,interpolated_backoff,1.0,1.0,shape_rmse,mean_backoff_weight,0.8092705167173253,48
2048,interpolated_backoff,1.0,1.0,excess_ce_H,unseen_test_context_rate,-0.6567160709074757,48
2048,interpolated_backoff,1.0,1.0,excess_ce_H,mean_train_count_for_test_context,-0.6313504125054277,48
2048,interpolated_backoff,1.0,1.0,excess_ce_H,empirical_effective_context_count,0.7267694311767261,48
2048,interpolated_backoff,1.0,1.0,excess_ce_H,mean_backoff_weight,0.8250108554059922,48
2048,interpolated_backoff,1.0,5.0,shape_rmse,unseen_test_context_rate,-0.8160448757916312,48
2048,interpolated_backoff,1.0,5.0,shape_rmse,mean_train_count_for_test_context,-0.789622231871472,48
2048,interpolated_backoff,1.0,5.0,shape_rmse,empirical_effective_context_count,0.9252062527138516,48
2048,interpolated_backoff,1.0,5.0,shape_rmse,mean_backoff_weight,0.9422492401215804,48
2048,interpolated_backoff,1.0,5.0,excess_ce_H,unseen_test_context_rate,-0.6394036964547305,48
2048,interpolated_backoff,1.0,5.0,excess_ce_H,mean_train_count_for_test_context,-0.629830655666522,48
2048,interpolated_backoff,1.0,5.0,excess_ce_H,empirical_effective_context_count,0.7129830655666521,48
2048,interpolated_backoff,1.0,5.0,excess_ce_H,mean_backoff_weight,0.8102475032566218,48
2048,interpolated_backoff,1.0,20.0,shape_rmse,unseen_test_context_rate,-0.7898839543963715,48
2048,interpolated_backoff,1.0,20.0,shape_rmse,mean_train_count_for_test_context,-0.8226226660877115,48
2048,interpolated_backoff,1.0,20.0,shape_rmse,empirical_effective_context_count,0.9235779418150238,48
2048,interpolated_backoff,1.0,20.0,shape_rmse,mean_backoff_weight,0.939969604863222,48
2048,interpolated_backoff,1.0,20.0,excess_ce_H,unseen_test_context_rate,-0.5902145690413745,48
2048,interpolated_backoff,1.0,20.0,excess_ce_H,mean_train_count_for_test_context,-0.6071428571428571,48
2048,interpolated_backoff,1.0,20.0,excess_ce_H,empirical_effective_context_count,0.6705384281372123,48
2048,interpolated_backoff,1.0,20.0,excess_ce_H,mean_backoff_weight,0.7297003907946157,48
