hmm_id,source,generator_family,K,accepted_index,attempt_index,gen_seed,candidate_hmm_file,base_self_probability,transition_logit_scale,emission_logit_scale,state_location_scale,vocab_size,min_stationary_prob,min_symbol_prob,bayes_ce_h1,bayes_ce_h2,bayes_ce_h3,bayes_ce_h4,bayes_gap_1_to_H,context_gain_area,pred_h4_m1_sv1,pred_h4_m1_sv2,pred_h4_m1_signal,pred_h4_m1_effective_rank,pred_h4_m1_numerical_rank,pred_h4_m1_r90,pred_h4_m1_sigma90,pred_h4_m1_kappa90,pred_h4_m1_r95,pred_h4_m1_sigma95,pred_h4_m1_kappa95,pred_h4_m1_r99,pred_h4_m1_sigma99,pred_h4_m1_kappa99,pred_h4_m2_sv1,pred_h4_m2_sv2,pred_h4_m2_signal,pred_h4_m2_effective_rank,pred_h4_m2_numerical_rank,pred_h4_m2_r90,pred_h4_m2_sigma90,pred_h4_m2_kappa90,pred_h4_m2_r95,pred_h4_m2_sigma95,pred_h4_m2_kappa95,pred_h4_m2_r99,pred_h4_m2_sigma99,pred_h4_m2_kappa99,pred_h4_m3_sv1,pred_h4_m3_sv2,pred_h4_m3_signal,pred_h4_m3_effective_rank,pred_h4_m3_numerical_rank,pred_h4_m3_r90,pred_h4_m3_sigma90,pred_h4_m3_kappa90,pred_h4_m3_r95,pred_h4_m3_sigma95,pred_h4_m3_kappa95,pred_h4_m3_r99,pred_h4_m3_sigma99,pred_h4_m3_kappa99,lambda2_abs,tau_hidden,tau_observed_proxy,symbol_entropy,symbol_entropy_normalized,max_symbol_prob,min_symbol_prob_recomputed,marginal_l2_from_uniform,symbol_prob_0,symbol_prob_1,symbol_prob_2,symbol_prob_3,symbol_prob_4,symbol_prob_5,symbol_prob_6,symbol_prob_7,mean_transition_self_probability,stationary_transition_entropy,transition_density_gt_0p01,stationary_emission_entropy,mean_state_max_emission_probability,emission_density_gt_0p01,pred_h4_m1_sv3,pred_h4_m2_sv3,pred_h4_m3_sv3,pred_h4_m1_sv4,pred_h4_m2_sv4,pred_h4_m3_sv4,pred_h4_m1_sv5,pred_h4_m2_sv5,pred_h4_m3_sv5,base_ring_probability,support_size,preferred_emission_mass,residual_floor_mix,log_K,log_gain,rank_value,log_rank,neg_log_sigma,log_tau,log_min_symbol_prob,log_signal,selection_cluster,selection_protocol,selection_order
external_ring_sparse_specialized_K5_i0011,external_generator_bank,ring_sparse_specialized,5,11,11,2046582901,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_ring_sparse_specialized_K5_i0011.npz,0.0824905695512678,,,,8,0.1926479679873927,0.0552376319365429,1.9037166233693608,1.876365384036752,1.8692971537643976,1.867515290578292,0.0362013327910695,0.0468332894356358,0.3716908502963356,0.2885703103965794,0.2516053252992491,2.751580603562456,4,3,0.1537647321690987,2.4172698449965644,3,0.1537647321690987,2.4172698449965644,4,0.0808382347891351,4.597958518835592,0.3987210506817919,0.3347050882867909,0.3425615767044604,3.282766934967709,4,3,0.2087492050550385,1.910048235041976,4,0.1672703611267977,2.3836921735318386,4,0.1672703611267977,2.3836921735318386,0.409711499348803,0.3411746509679463,0.3654024227200624,3.3362345922033327,4,3,0.2216495999965623,1.848464871378777,4,0.1789140083383135,2.289991170361954,4,0.1789140083383135,2.289991170361954,0.6957320872420478,3.286577250081276,4.8386343179404765,1.988516077102114,0.956274094387732,0.218441370179937,0.0552376319365429,0.1504293937583623,0.218441370179937,0.0852555826867903,0.0552376319365429,0.0752105689600279,0.1450557265339249,0.0898055851094681,0.1604241265897225,0.1705694080035861,0.0745229314543463,0.9117467692185176,0.96,1.4494841842489563,0.4048328370682189,1.0,0.1537647321690987,0.2087492050550385,0.2216495999965623,0.0808382347891351,0.1672703611267977,0.1789140083383135,,,,0.7102161769352506,3.0,0.8870256123491762,0.2437196428120359,1.6094379124341005,-3.0611610161942706,4.0,1.3862943611198906,1.7881438467151465,1.5766325151975271,-2.896110819996011,-1.071303851440998,2,external_generator_profile_stratified_v1,10
external_ring_sparse_specialized_K5_i0153,external_generator_bank,ring_sparse_specialized,5,153,153,2046726179,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_ring_sparse_specialized_K5_i0153.npz,0.224681716278929,,,,8,0.1715397660161901,0.0304245927814099,1.8469708231925288,1.8332069055682243,1.8312015811618825,1.8309225811417948,0.0160482420507337,0.0186115664972508,0.3760678265255195,0.2840017965519177,0.2371106178669625,2.3978934940520835,4,2,0.2840017965519177,1.3241741111900729,3,0.1142009844562239,3.2930348920912813,3,0.1142009844562239,3.2930348920912813,0.392528134575604,0.3095735157848244,0.269313793251565,2.487341473327238,4,2,0.3095735157848244,1.2679641977139895,3,0.1256930813434109,3.1229096333724424,4,0.0600078698604054,6.541277593901111,0.394709493513203,0.3132693754439165,0.274033682812979,2.4990782157574887,4,2,0.3132693754439165,1.2599683354106423,3,0.1277238414801093,3.0903352807053803,4,0.061538746087909,6.413999611713807,0.5808087336454802,2.3855458838550248,3.476027276077577,1.9490070170415752,0.9372742527145574,0.2313622654370164,0.0304245927814099,0.1733844120551627,0.1437140781877104,0.0304245927814099,0.0709697423466946,0.2313622654370164,0.06769757620025,0.1679249566314737,0.1625362860794547,0.1253705023359901,0.2303549602359496,1.16193016461829,0.92,1.2841347955426092,0.5262149453564737,0.975,0.1142009844562239,0.1256930813434109,0.1277238414801093,0.0445502236116348,0.0600078698604054,0.061538746087909,,,,0.5624876860249608,3.0,0.9202286334855236,0.4884180332113278,1.6094379124341005,-3.983972036843585,3.0,1.0986122886681098,2.073912205923732,1.245890054345194,-3.4925040245396137,-1.3118780615695618,3,external_generator_profile_stratified_v1,11
external_ring_sparse_specialized_K6_i0099,external_generator_bank,ring_sparse_specialized,6,99,99,2046771693,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_ring_sparse_specialized_K6_i0099.npz,0.1663236154762415,,,,8,0.1423582403171787,0.039332419389782,1.8695827637843112,1.8569689708799968,1.850875116847648,1.848886620831099,0.0206961429532122,0.0307669890186588,0.407937097883605,0.2040344477329916,0.2477509574395044,2.5243627983379686,5,3,0.1869291844051336,2.1823082317605285,3,0.1869291844051336,2.1823082317605285,4,0.0650695627891927,6.269246025291544,0.4243175129520637,0.2232334916051014,0.2997812867110377,3.101582460553826,5,3,0.21610052213247,1.9635191473158784,4,0.1354312854614706,3.133083404667081,5,0.0697257082526626,6.085524601836662,0.4276478729918817,0.2414945043256827,0.3200550852044672,3.3073798384539788,5,3,0.2205651888748405,1.9388729253851116,4,0.1462036871298245,2.9250142823836107,5,0.0939588507631377,4.551437884973131,0.6392957960126237,2.7723547132125947,3.008936989346306,1.962960939711112,0.9439846710599872,0.2646765830740644,0.039332419389782,0.1750809639636499,0.2646765830740644,0.1382295726749386,0.1330376708956813,0.039332419389782,0.0727131395970046,0.0969602823813185,0.12350387842184,0.1315464535653703,0.1877123485160735,1.162151391428015,0.9722222222222222,1.2686828333124542,0.4470858108156659,0.6666666666666666,0.1869291844051336,0.21610052213247,0.2205651888748405,0.0650695627891927,0.1354312854614706,0.1462036871298245,0.0230577050929711,0.0697257082526626,0.0939588507631377,0.6104003220029343,3.0,0.943950049418363,0.1552700713786768,1.791759469228055,-3.4813129488834726,4.0,1.3862943611198906,1.9992908856559184,1.101586856699604,-3.2357061793075377,-1.2047021145045045,0,external_generator_profile_stratified_v1,12
external_ring_sparse_specialized_K6_i0034,external_generator_bank,ring_sparse_specialized,6,34,34,2046706108,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_ring_sparse_specialized_K6_i0034.npz,0.0808210700861226,,,,8,0.1611451776444961,0.0650899930632414,1.9119930393007756,1.895138204548376,1.88448289164453,1.8819822725465605,0.0300107667542151,0.0456673178540008,0.3671947834174295,0.309903537984895,0.3182860519741261,3.2727032700333787,5,3,0.2805462801650955,1.3088563612440105,3,0.2805462801650955,1.3088563612440105,4,0.0791065193116471,4.641776513650326,0.3837796340886773,0.3337032972465945,0.3993396781854348,3.9533071489901546,5,4,0.1987158880554621,1.9312981857875569,4,0.1987158880554621,1.9312981857875569,5,0.0929141719893315,4.130474672181796,0.3884363039954953,0.3386800211569477,0.4412185811758136,4.311022708334538,5,4,0.2116351598633196,1.835405346854271,5,0.1646629414803447,2.358978289245863,5,0.1646629414803447,2.358978289245863,0.6908929406877734,3.2351250800451887,4.06696610850221,2.020768926812197,0.9717844364981566,0.1896568512649366,0.0650899930632414,0.1194709931518528,0.0650899930632414,0.129057334768138,0.1293640942980501,0.1161946698180099,0.0692282266279842,0.1896568512649366,0.1194103651685046,0.1819984649911349,0.0784606832865745,0.9619538386002976,0.8611111111111112,1.4045362847678942,0.4912793223448905,1.0,0.2805462801650955,0.3042596465665678,0.3220688389085943,0.0791065193116471,0.1987158880554621,0.2116351598633196,0.0494952870233269,0.0929141719893315,0.1646629414803447,0.7202429265972252,2.0,0.7812438587809161,0.3439648627006219,1.791759469228055,-3.086372382347129,4.0,1.3862943611198906,1.6158791726035735,1.4028972935985558,-2.731984457969648,-0.9179429004898022,1,external_generator_profile_stratified_v1,13
external_ring_sparse_specialized_K6_i0232,external_generator_bank,ring_sparse_specialized,6,232,232,2046905890,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_ring_sparse_specialized_K6_i0232.npz,0.0631395214726907,,,,8,0.143952482098694,0.0709132053797867,1.9355481854107823,1.9288054629015243,1.9271563099342488,1.9268873732905003,0.008660812120282,0.0108478383750545,0.262725413442831,0.1775343556558765,0.1207006001011841,2.920278584608615,5,3,0.1273003833790803,2.063822641134367,3,0.1273003833790803,2.063822641134367,4,0.0527068562783494,4.9846534586573625,0.2711347633486407,0.1939061685176557,0.1412262254075146,3.30709626253092,5,3,0.1426370089914437,1.9008724682729785,4,0.0847078804179743,3.200821009931775,5,0.0509099399259388,5.3257726043887255,0.2738195780659898,0.1962084938187474,0.1457898582939196,3.363976879897124,5,3,0.1467534976779455,1.865847031918068,4,0.0875446373446018,3.127771001987868,5,0.0558056565820421,4.906663496798692,0.513167328680719,2.0540938579370054,2.7029536546808117,1.9840773731052253,0.95413952897297,0.2522593687694486,0.0709132053797867,0.1628482950587308,0.2522593687694486,0.1188045213672087,0.1316990845241982,0.0851907006458311,0.0953009583501087,0.0709132053797867,0.1721120070996049,0.0737201538638127,0.0770969267736706,1.2763378777678218,1.0,1.4563624450629868,0.4437625087813266,1.0,0.1273003833790803,0.1426370089914437,0.1467534976779455,0.0527068562783494,0.0847078804179743,0.0875446373446018,0.0342652810746235,0.0509099399259388,0.0558056565820421,0.5684816489878416,3.0,0.863222726541363,0.3933349291983202,1.791759469228055,-4.523789446949796,4.0,1.3862943611198906,2.4685466424787528,0.9943451212652654,-2.6462986091934955,-1.957392238821275,2,external_generator_profile_stratified_v1,14
external_ring_sparse_specialized_K6_i0135,external_generator_bank,ring_sparse_specialized,6,135,135,2046808017,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_ring_sparse_specialized_K6_i0135.npz,0.1930946931119044,,,,8,0.1611430254732076,0.0414190184361802,1.7931701565689817,1.7705815883320202,1.7529290433101945,1.7461858814406452,0.0469842751283364,0.0781231438892606,0.4989113472738778,0.3844154374743808,0.5556090813340825,3.6086742804558223,5,3,0.3431366196295937,1.453972903890114,4,0.1578942526872228,3.1597815549511195,5,0.127467586328234,3.914025217274936,0.5147532079087952,0.4154907707137494,0.6845902235951393,4.196161683422826,5,4,0.2948020313377512,1.7460979002517407,4,0.2948020313377512,1.7460979002517407,5,0.1797001723765008,2.864511486557197,0.5191460095100283,0.4375979975033497,0.7599027809742256,4.483517737538073,5,4,0.3125461842456362,1.6610217487154513,5,0.2618318092373342,1.9827461415868493,5,0.2618318092373342,1.9827461415868493,0.758273686132149,4.136909978889134,4.473263288588761,1.9900301089470671,0.9570021897992192,0.1711851199435644,0.0414190184361802,0.1360020885133689,0.0474675444029586,0.1360700008300283,0.1711851199435644,0.1395145371110449,0.169591333315145,0.1520370278048871,0.1427154181561911,0.0414190184361802,0.1977792890115875,0.9382302541878478,0.8888888888888888,1.13378771741709,0.6175621905326275,1.0,0.3431366196295937,0.3574722204052086,0.3642213348365173,0.1578942526872228,0.2948020313377512,0.3125461842456362,0.127467586328234,0.1797001723765008,0.2618318092373342,0.7113886208842701,2.0,0.8660677708769461,0.3461145198167862,1.791759469228055,-2.5494689294252657,4.0,1.3862943611198906,1.2214512281284458,1.498118184464181,-3.184015121118282,-0.3789348334508595,3,external_generator_profile_stratified_v1,15
external_sticky_dense_logistic_normal_K3_i0059,external_generator_bank,sticky_dense_logistic_normal,3,59,59,2036431333,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_sticky_dense_logistic_normal_K3_i0059.npz,0.7655501227415104,0.4595877901317026,0.4078812407787593,0.1700140814457395,8,0.2425912773486643,0.0438423994761251,1.907125903144902,1.9059036790354729,1.9054080415136232,1.905197938547421,0.001927964597481,0.0028438080517352,0.0967775378062283,0.0305018185710532,0.0102962527599774,1.3544128552541594,2,1,0.0967775378062283,1.0,2,0.0305018185710532,3.17284484467008,2,0.0305018185710532,3.17284484467008,0.1142506779917785,0.0373362776151948,0.0144472150477399,1.3734136471727407,2,1,0.1142506779917785,1.0,2,0.0373362776151948,3.0600446881528858,2,0.0373362776151948,3.0600446881528858,0.1207799596575869,0.0400790742049342,0.0161941308440129,1.3816860379108606,2,1,0.1207799596575869,1.0,2,0.0400790742049342,3.0135416561772126,2,0.0400790742049342,3.0135416561772126,0.7361307575126748,3.789755829719465,5.311021889998036,1.9102753889322288,0.9186482767815876,0.2314479427439096,0.0438423994761251,0.2074358899903031,0.0766767332863447,0.0438423994761251,0.2314479427439096,0.0712945780258524,0.0935275141055624,0.2024095964902352,0.0615482359149317,0.2192529999570388,0.7827941640262398,0.6553311959511883,1.0,1.8376354326842907,0.3008256758534024,1.0,,,,,,,,,,,,,,1.0986122886681098,-5.862611261676368,2.0,0.6931471805599453,3.2877898347720893,1.669784263065742,-3.1271539052643025,-4.237253613258769,0,external_generator_profile_stratified_v1,16
external_sticky_dense_logistic_normal_K3_i0217,external_generator_bank,sticky_dense_logistic_normal,3,217,217,2036590755,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_sticky_dense_logistic_normal_K3_i0217.npz,0.8798141896286898,1.0829298827752214,1.2191714903621091,0.4973133370037864,8,0.2211649072235419,0.0167467263427108,1.6868620535601089,1.6740167654160878,1.6671420287370076,1.6635413815220073,0.0233206720381016,0.0373967031471824,0.2528683758445805,0.1987551127546973,0.1034460103484085,1.9444424344497604,2,2,0.1987551127546973,1.2722609865974592,2,0.1987551127546973,1.2722609865974592,2,0.1987551127546973,1.2722609865974592,0.3142675799124044,0.2443470685155497,0.1584696016761423,1.9395523915964985,2,2,0.2443470685155497,1.2861524462791134,2,0.2443470685155497,1.2861524462791134,2,0.2443470685155497,1.2861524462791134,0.3438139275712156,0.263360263876204,0.1875666453808889,1.9325476446942536,2,2,0.263360263876204,1.3054890001660613,2,0.263360263876204,1.3054890001660613,2,0.263360263876204,1.3054890001660613,0.8634568092105592,7.323689993022578,10.445228832246192,1.7109844307693791,0.8228095844364032,0.4231450690050424,0.0167467263427108,0.3396284797906018,0.1420094344795031,0.0167467263427108,0.1330562295578114,0.0766789375015963,0.0382013475291511,0.0593123163051339,0.4231450690050424,0.1108499392790508,0.8830993638081465,0.4161100342511472,0.8888888888888888,1.526664313393005,0.4245395214868874,0.9583333333333334,,,,,,,,,,,,,,1.0986122886681098,-3.286172729592045,2.0,0.6931471805599453,1.4091656524095582,2.3461453030735906,-4.089552482038598,-1.842192491590608,1,external_generator_profile_stratified_v1,17
external_sticky_dense_logistic_normal_K3_i0178,external_generator_bank,sticky_dense_logistic_normal,3,178,178,2036551404,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_sticky_dense_logistic_normal_K3_i0178.npz,0.7924201680328008,0.8553405195720646,0.968091310508914,0.6133865425298058,8,0.3198031025638334,0.0444992275637485,1.898348551363348,1.887391371641738,1.8833633715073472,1.8819627318101304,0.0163858195532176,0.0232150990820416,0.2458389724583354,0.1596426973947915,0.0859225912108552,1.836694458003256,2,2,0.1596426973947915,1.5399324646236912,2,0.1596426973947915,1.5399324646236912,2,0.1596426973947915,1.5399324646236912,0.2895709848212262,0.1908440185876567,0.1202727946810207,1.8463999585463675,2,2,0.1908440185876567,1.517317581992873,2,0.1908440185876567,1.517317581992873,2,0.1908440185876567,1.517317581992873,0.3025118708760019,0.2013314022332777,0.1320477655461167,1.8527157348283847,2,2,0.2013314022332777,1.5025568168719596,2,0.2013314022332777,1.5025568168719596,2,0.2013314022332777,1.5025568168719596,0.7083374460244697,3.428619774357106,6.113828921651187,1.924172055745839,0.925331160880548,0.2557174679175024,0.0444992275637485,0.1997418391285285,0.0526725746921433,0.2128184313487691,0.1150025454890561,0.0678683655227453,0.2557174679175024,0.0444992275637485,0.1224660631898585,0.1289553242761766,0.8035151509070263,0.6115016616587989,1.0,1.6834966052071896,0.395932194009895,1.0,,,,,,,,,,,,,,1.0986122886681098,-3.762952389501197,2.0,0.6931471805599453,1.6562988411903046,1.8105532416658356,-3.1122834480786072,-2.117992827203708,2,external_generator_profile_stratified_v1,18
external_sticky_dense_logistic_normal_K3_i0051,external_generator_bank,sticky_dense_logistic_normal,3,51,51,2036423261,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_sticky_dense_logistic_normal_K3_i0051.npz,0.8017671834467451,0.5043235933791601,0.9687525890441476,0.7712769258629263,8,0.1633036210662836,0.0314578626105927,1.9468219969136047,1.943624568091672,1.942455638986737,1.9420281273967968,0.0047938695168079,0.0068178218016221,0.1628100742913196,0.0047851495795317,0.0265300179472435,1.006975993442402,2,1,0.1628100742913196,1.0,1,0.1628100742913196,1.0,1,0.1628100742913196,1.0,0.1900183310375052,0.007312401967333,0.0361604373528107,1.0111758199897227,2,1,0.1900183310375052,1.0,1,0.1900183310375052,1.0,1,0.1900183310375052,1.0,0.1989968615562357,0.0089938513710503,0.0396806402717162,1.014774164934273,2,1,0.1989968615562357,1.0,1,0.1989968615562357,1.0,1,0.1989968615562357,1.0,0.7342972511024948,3.763604268865693,5.846866425391929,1.9555218914037285,0.9404072450259884,0.2286547199794237,0.0314578626105927,0.1684205783643292,0.1381440407636225,0.1290599898540552,0.1579345179702816,0.0314578626105927,0.2286547199794237,0.0588751437683331,0.1679829612218262,0.0878907638318647,0.8063146678296095,0.5695890076184245,1.0,1.850291447972892,0.2531567424930421,1.0,,,,,,,,,,,,,,1.0986122886681098,-4.988215242067044,1.0,0.0,1.6606347323306998,1.765905863950871,-3.4591063235648982,-3.3197896485973777,3,external_generator_profile_stratified_v1,19
external_sticky_dense_logistic_normal_K4_i0108,external_generator_bank,sticky_dense_logistic_normal,4,108,108,2036580774,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_sticky_dense_logistic_normal_K4_i0108.npz,0.837384362159694,0.4640857183473547,0.8308523641830146,0.4788985829244863,8,0.1244426789654743,0.0422755152751767,1.8899576491146093,1.879486436489206,1.874290275110626,1.8718330454194327,0.0181246036951763,0.0282352244561421,0.2343340905545723,0.1260866682436376,0.0735322709404552,1.9565701459599336,3,2,0.1260866682436376,1.858516001880292,2,0.1260866682436376,1.858516001880292,3,0.0521723780906674,4.491535542952176,0.3018407039571286,0.1673751642269978,0.1240043512197332,1.9935482177261088,3,2,0.1673751642269978,1.8033780898805607,2,0.1673751642269978,1.8033780898805607,3,0.0698719904853423,4.319909907539394,0.3264656826997698,0.1892959072102716,0.1488524117245439,2.050065794280528,3,2,0.1892959072102716,1.7246314910397331,2,0.1892959072102716,1.7246314910397331,3,0.0802473006234936,4.068245039562015,0.8187235363874564,5.516435945801429,8.212537998825965,1.9062758076185464,0.9167248847392936,0.2568894109166462,0.0422755152751767,0.2100783069744239,0.0511299758190215,0.2120740035402861,0.1688587019839601,0.0422755152751767,0.1173542903698352,0.2568894109166462,0.0784327891540259,0.0729853129410481,0.8519777587034544,0.525870519145031,1.0,1.7300644036718325,0.4007991803356861,0.9375,0.0521723780906674,0.0698719904853423,0.0802473006234936,,,,,,,,,,,1.3862943611198906,-3.56718498631776,2.0,0.6931471805599453,1.78751749377936,2.105662010749914,-3.163547195621821,-2.087438623511037,0,external_generator_profile_stratified_v1,20
external_sticky_dense_logistic_normal_K4_i0131,external_generator_bank,sticky_dense_logistic_normal,4,131,131,2036603981,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_sticky_dense_logistic_normal_K4_i0131.npz,0.893196001831146,1.1856686239788925,1.1148454359881,0.3594466998544662,8,0.1122311589560352,0.0319858830176196,1.8395689253527547,1.8197220794429232,1.811853977202344,1.8082449621206915,0.0313239632320634,0.0464100956359476,0.373177281739926,0.1520356197326825,0.1693432505872511,1.757573569839906,3,2,0.1520356197326825,2.454538498254995,2,0.1520356197326825,2.454538498254995,3,0.0834693794930221,4.470828512282433,0.4256986989427713,0.2068439377039057,0.2376400661608051,1.9726678057633704,3,2,0.2068439377039057,2.058067080274565,3,0.1167744377609228,3.6454784720464417,3,0.1167744377609228,3.6454784720464417,0.4414092146734217,0.2350115655940695,0.2685806997351253,2.101013513507174,3,2,0.2350115655940695,1.8782446453544268,3,0.1360447315170373,3.2445888183339355,3,0.1360447315170373,3.2445888183339355,0.8333920785842488,6.002115574712761,8.929216558819492,1.8931068124271864,0.9103919367206053,0.2713117839688162,0.0319858830176196,0.2182008027095707,0.2713117839688162,0.1025527568253869,0.1937089558105639,0.05728784422482,0.0776601086601592,0.0319858830176196,0.1846212513723936,0.0808714161202403,0.8682377742264056,0.48776602824555,0.9375,1.6101097772228243,0.3481352435735638,0.9375,0.0834693794930221,0.1167744377609228,0.1360447315170373,,,,,,,,,,,1.3862943611198906,-3.070238265055725,3.0,1.0986122886681098,2.147511087326833,2.1893286596645885,-3.4424606292196005,-1.436998077086938,1,external_generator_profile_stratified_v1,21
external_sticky_dense_logistic_normal_K4_i0038,external_generator_bank,sticky_dense_logistic_normal,4,38,38,2036510144,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_sticky_dense_logistic_normal_K4_i0038.npz,0.8235968633763742,0.9559769926593408,0.3429408404878339,0.6491446868300897,8,0.1907842083530196,0.0462586522531003,1.9279801818097275,1.9268214776657115,1.926259065592832,1.925980692824297,0.0019994889854302,0.0031186465953796,0.0882632671969899,0.032136830452178,0.0089845546274682,1.5597443720188484,3,2,0.032136830452178,2.746483270288033,2,0.032136830452178,2.746483270288033,3,0.0127033231742324,6.948045482777601,0.1068404297318333,0.040097434274271,0.0133084177252338,1.599112501252752,3,2,0.040097434274271,2.664520353123656,2,0.040097434274271,2.664520353123656,3,0.0169037293095812,6.32052417399246,0.1146310451958507,0.0439044736824541,0.015439733487628,1.6270242195653033,3,2,0.0439044736824541,2.610919470870723,2,0.0439044736824541,2.610919470870723,3,0.0192835203114352,5.944508230059719,0.8015519929643263,5.039103264061688,6.808718178326706,1.9304131585381628,0.9283324968966028,0.2909503450065533,0.0462586522531003,0.2070750619053472,0.0927808699111005,0.1894270806216056,0.0847946532141116,0.1113033080030485,0.093040172007805,0.0462586522531003,0.091444918982675,0.2909503450065533,0.8153511512499958,0.6564977927868079,1.0,1.864093672667715,0.2887727825134558,0.96875,0.0127033231742324,0.0169037293095812,0.0192835203114352,,,,,,,,,,,1.3862943611198906,-5.770356154804207,2.0,0.6931471805599453,3.216442929901885,1.9182038760608684,-3.073506756777478,-4.31935853228683,2,external_generator_profile_stratified_v1,22
external_sticky_dense_logistic_normal_K4_i0211,external_generator_bank,sticky_dense_logistic_normal,4,211,211,2036684701,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_sticky_dense_logistic_normal_K4_i0211.npz,0.8553615379837302,1.022232771496954,1.3066199541881178,0.1128706440929502,8,0.1083936465375658,0.017408135536735,1.6035801893237729,1.5750239357235634,1.5627269896914178,1.5574484172758,0.0461317720479728,0.0689858629113537,0.4683406248557287,0.1714778091551016,0.2530997821432303,1.5589480323779987,3,2,0.1714778091551016,2.7312025221415954,2,0.1714778091551016,2.7312025221415954,3,0.0659712226682392,7.099165452957469,0.5404577722553544,0.2341824528812087,0.3552506764870922,1.7113053879158535,3,2,0.2341824528812087,2.307849139019424,2,0.2341824528812087,2.307849139019424,3,0.0911847117581239,5.927065643295223,0.5688545652570706,0.2599454694238516,0.4025711916489757,1.779005290862148,3,2,0.2599454694238516,2.1883611455813843,2,0.2599454694238516,2.1883611455813843,3,0.1067896444472889,5.326870111809908,0.8786273948366269,8.239091503836091,14.882070746376984,1.6758236718654729,0.8059008336015505,0.3223768279367946,0.017408135536735,0.3292242781389059,0.0372467134247977,0.3223768279367946,0.017408135536735,0.0342893653366476,0.1467920001332703,0.3103466459741421,0.0721469081555453,0.0593934035020671,0.8616098941769912,0.4684213084444697,0.8125,1.3818925261195212,0.4527646496509159,0.9375,0.0659712226682392,0.0911847117581239,0.1067896444472889,,,,,,,,,,,1.3862943611198906,-2.673853680719445,2.0,0.6931471805599453,1.4516547542752714,2.7001571827856345,-4.0508176224511,-1.0349316077503228,3,external_generator_profile_stratified_v1,23
external_sticky_dense_logistic_normal_K5_i0048,external_generator_bank,sticky_dense_logistic_normal,5,48,48,2036620234,project://predictive_profile_external_generator32_v1/candidate_bank/hmms/external_sticky_dense_logistic_normal_K5_i0048.npz,0.8033727046754472,0.942663846264262,0.8827918538068329,0.1869008602925317,8,0.1443325973981201,0.0383647649419194,1.900884364570882,1.8818497216902617,1.8749491507560423,1.87212495033638,0.0287594142345022,0.0413083860080469,0.3754671047778531,0.1445163661090204,0.1736377269413769,1.8822541042388727,4,2,0.1445163661090204,2.598094007529969,3,0.1013018989513886,3.706417240589212,3,0.1013018989513886,3.706417240589212,0.4255628480904306,0.1786416389777601,0.2344690351285771,2.0884435962364667,4,2,0.1786416389777601,2.382215313997488,3,0.1304020595987831,3.263467228967001,4,0.0666915671541255,6.381059349032039,0.4400663014425138,0.195704248806738,0.2587656235594166,2.2052281357042296,4,3,0.1433630598235374,3.069593394450301,3,0.1433630598235374,3.069593394450301,4,0.0790832091606453,5.564598428834454,0.8108028366600826,5.285491507097119,8.721895898399582,1.955830192980728,0.9405555067447336,0.234913859472677,0.0383647649419194,0.1706604058097481,0.1293914800106352,0.0383647649419194,0.234913859472677,0.0955581523977942,0.049931422992564,0.1727694852066051,0.1270379282909569,0.1520329066868478,0.7966992269898651,0.7299112455874393,0.96,1.6373767394398322,0.387383711852531,1.0,0.1013018989513886,0.1304020595987831,0.1433630598235374,0.0389246113223984,0.0666915671541255,0.0790832091606453,,,,,,,,1.6094379124341005,-3.186689748584923,3.0,1.0986122886681098,2.0371328351451194,2.165836633829921,-3.260615820259864,-1.4504317461747034,0,external_generator_profile_stratified_v1,24
