pair_type,architecture,n_pairs,mean_effect,ci_low,ci_high
rank_contrast,GRU,4,0.0014324364097297,-0.0024476728384707,0.0051772161864959
rank_contrast,Transformer,4,0.0019156059727816,-0.0037820226254065,0.0076132345709697
sigma_contrast,GRU,4,-0.0079057444917103,-0.0154642050099192,-9.787777467226396e-05
sigma_contrast,Transformer,4,-0.0041193930742889,-0.0078006673673986,0.0001221813054758
